"Notes"	"State"	"State Code"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	"Gender"	"Gender Code"	"ICD Sub-Chapter"	"ICD Sub-Chapter Code"	Deaths	Population	Crude Rate
	"Missouri"	"29"	"15-24 years"	"15-24"	"Male"	"M"	"Influenza and pneumonia"	"J09-J18"	Suppressed	406148	Suppressed
	"Missouri"	"29"	"25-34 years"	"25-34"	"Female"	"F"	"Malignant neoplasms"	"C00-C97"	35	409992	8.536751937
	"Missouri"	"29"	"25-34 years"	"25-34"	"Female"	"F"	"Diabetes mellitus"	"E10-E14"	Suppressed	409992	Suppressed
	"Missouri"	"29"	"25-34 years"	"25-34"	"Female"	"F"	"Influenza and pneumonia"	"J09-J18"	Suppressed	409992	Suppressed
	"Missouri"	"29"	"25-34 years"	"25-34"	"Male"	"M"	"Malignant neoplasms"	"C00-C97"	28	415895	6.732468532
	"Missouri"	"29"	"25-34 years"	"25-34"	"Male"	"M"	"Diabetes mellitus"	"E10-E14"	13	415895	Unreliable
	"Missouri"	"29"	"25-34 years"	"25-34"	"Male"	"M"	"Influenza and pneumonia"	"J09-J18"	Suppressed	415895	Suppressed
	"Missouri"	"29"	"35-44 years"	"35-44"	"Female"	"F"	"Malignant neoplasms"	"C00-C97"	120	378722	31.685510744
	"Missouri"	"29"	"35-44 years"	"35-44"	"Female"	"F"	"Diabetes mellitus"	"E10-E14"	21	378722	5.544964380
	"Missouri"	"29"	"35-44 years"	"35-44"	"Female"	"F"	"Influenza and pneumonia"	"J09-J18"	13	378722	Unreliable
	"Missouri"	"29"	"35-44 years"	"35-44"	"Male"	"M"	"Malignant neoplasms"	"C00-C97"	93	375017	24.798875784
	"Missouri"	"29"	"35-44 years"	"35-44"	"Male"	"M"	"Diabetes mellitus"	"E10-E14"	17	375017	Unreliable
	"Missouri"	"29"	"35-44 years"	"35-44"	"Male"	"M"	"Influenza and pneumonia"	"J09-J18"	11	375017	Unreliable
	"Missouri"	"29"	"45-54 years"	"45-54"	"Female"	"F"	"Malignant neoplasms"	"C00-C97"	370	371755	99.527914890
	"Missouri"	"29"	"45-54 years"	"45-54"	"Female"	"F"	"Diabetes mellitus"	"E10-E14"	43	371755	11.566757676
	"Missouri"	"29"	"45-54 years"	"45-54"	"Female"	"F"	"Influenza and pneumonia"	"J09-J18"	20	371755	5.379887291
	"Missouri"	"29"	"45-54 years"	"45-54"	"Male"	"M"	"Malignant neoplasms"	"C00-C97"	358	361189	99.117082746
	"Missouri"	"29"	"45-54 years"	"45-54"	"Male"	"M"	"Diabetes mellitus"	"E10-E14"	73	361189	20.211025253
	"Missouri"	"29"	"45-54 years"	"45-54"	"Male"	"M"	"Influenza and pneumonia"	"J09-J18"	25	361189	6.921583991
	"Missouri"	"29"	"55-64 years"	"55-64"	"Female"	"F"	"Malignant neoplasms"	"C00-C97"	1198	428750	279.416909621
	"Missouri"	"29"	"55-64 years"	"55-64"	"Female"	"F"	"Diabetes mellitus"	"E10-E14"	87	428750	20.291545189
	"Missouri"	"29"	"55-64 years"	"55-64"	"Female"	"F"	"Influenza and pneumonia"	"J09-J18"	53	428750	12.361516035
	"Missouri"	"29"	"55-64 years"	"55-64"	"Male"	"M"	"Malignant neoplasms"	"C00-C97"	1418	401982	352.752113279
	"Missouri"	"29"	"55-64 years"	"55-64"	"Male"	"M"	"Diabetes mellitus"	"E10-E14"	208	401982	51.743610410
	"Missouri"	"29"	"55-64 years"	"55-64"	"Male"	"M"	"Influenza and pneumonia"	"J09-J18"	52	401982	12.935902603
	"Missouri"	"29"	"65-74 years"	"65-74"	"Female"	"F"	"Malignant neoplasms"	"C00-C97"	1648	325644	506.074117748
	"Missouri"	"29"	"65-74 years"	"65-74"	"Female"	"F"	"Diabetes mellitus"	"E10-E14"	170	325644	52.204247583
	"Missouri"	"29"	"65-74 years"	"65-74"	"Female"	"F"	"Influenza and pneumonia"	"J09-J18"	91	325644	27.944626648
	"Missouri"	"29"	"65-74 years"	"65-74"	"Male"	"M"	"Malignant neoplasms"	"C00-C97"	2077	284521	729.998840156
	"Missouri"	"29"	"65-74 years"	"65-74"	"Male"	"M"	"Diabetes mellitus"	"E10-E14"	270	284521	94.896334541
	"Missouri"	"29"	"65-74 years"	"65-74"	"Male"	"M"	"Influenza and pneumonia"	"J09-J18"	89	284521	31.280643608
	"Missouri"	"29"	"75-84 years"	"75-84"	"Female"	"F"	"Malignant neoplasms"	"C00-C97"	1610	179201	898.432486426
	"Missouri"	"29"	"75-84 years"	"75-84"	"Female"	"F"	"Diabetes mellitus"	"E10-E14"	199	179201	111.048487453
	"Missouri"	"29"	"75-84 years"	"75-84"	"Female"	"F"	"Influenza and pneumonia"	"J09-J18"	102	179201	56.919325227
	"Missouri"	"29"	"75-84 years"	"75-84"	"Male"	"M"	"Malignant neoplasms"	"C00-C97"	1822	139140	1309.472473767
	"Missouri"	"29"	"75-84 years"	"75-84"	"Male"	"M"	"Diabetes mellitus"	"E10-E14"	232	139140	166.738536726
	"Missouri"	"29"	"75-84 years"	"75-84"	"Male"	"M"	"Influenza and pneumonia"	"J09-J18"	150	139140	107.805088400
	"Missouri"	"29"	"85+ years"	"85+"	"Female"	"F"	"Malignant neoplasms"	"C00-C97"	1085	86837	1249.467392932
	"Missouri"	"29"	"85+ years"	"85+"	"Female"	"F"	"Diabetes mellitus"	"E10-E14"	188	86837	216.497575918
	"Missouri"	"29"	"85+ years"	"85+"	"Female"	"F"	"Influenza and pneumonia"	"J09-J18"	249	86837	286.744129806
	"Missouri"	"29"	"85+ years"	"85+"	"Male"	"M"	"Malignant neoplasms"	"C00-C97"	976	46694	2090.204308905
	"Missouri"	"29"	"85+ years"	"85+"	"Male"	"M"	"Diabetes mellitus"	"E10-E14"	128	46694	274.125155266
	"Missouri"	"29"	"85+ years"	"85+"	"Male"	"M"	"Influenza and pneumonia"	"J09-J18"	160	46694	342.656444083
	"Missouri"	"29"	"Not Stated"	"NS"	"Female"	"F"	"Malignant neoplasms"	"C00-C97"	Suppressed	Not Applicable	Not Applicable
	"Missouri"	"29"	"Not Stated"	"NS"	"Female"	"F"	"Diabetes mellitus"	"E10-E14"	Suppressed	Not Applicable	Not Applicable
	"Missouri"	"29"	"Not Stated"	"NS"	"Female"	"F"	"Influenza and pneumonia"	"J09-J18"	Suppressed	Not Applicable	Not Applicable
	"Missouri"	"29"	"Not Stated"	"NS"	"Male"	"M"	"Malignant neoplasms"	"C00-C97"	Suppressed	Not Applicable	Not Applicable
	"Missouri"	"29"	"Not Stated"	"NS"	"Male"	"M"	"Diabetes mellitus"	"E10-E14"	Suppressed	Not Applicable	Not Applicable
	"Missouri"	"29"	"Not Stated"	"NS"	"Male"	"M"	"Influenza and pneumonia"	"J09-J18"	Suppressed	Not Applicable	Not Applicable
	"Montana"	"30"	"< 1 year"	"1"	"Female"	"F"	"Malignant neoplasms"	"C00-C97"	Suppressed	5686	Suppressed
	"Montana"	"30"	"< 1 year"	"1"	"Female"	"F"	"Diabetes mellitus"	"E10-E14"	Suppressed	5686	Suppressed
	"Montana"	"30"	"< 1 year"	"1"	"Female"	"F"	"Influenza and pneumonia"	"J09-J18"	Suppressed	5686	Suppressed
	"Montana"	"30"	"< 1 year"	"1"	"Male"	"M"	"Malignant neoplasms"	"C00-C97"	Suppressed	5973	Suppressed
	"Montana"	"30"	"< 1 year"	"1"	"Male"	"M"	"Diabetes mellitus"	"E10-E14"	Suppressed	5973	Suppressed
	"Montana"	"30"	"< 1 year"	"1"	"Male"	"M"	"Influenza and pneumonia"	"J09-J18"	Suppressed	5973	Suppressed
	"Montana"	"30"	"1-4 years"	"1-4"	"Female"	"F"	"Malignant neoplasms"	"C00-C97"	Suppressed	24196	Suppressed
	"Montana"	"30"	"1-4 years"	"1-4"	"Female"	"F"	"Diabetes mellitus"	"E10-E14"	Suppressed	24196	Suppressed
	"Montana"	"30"	"1-4 years"	"1-4"	"Female"	"F"	"Influenza and pneumonia"	"J09-J18"	Suppressed	24196	Suppressed
	"Montana"	"30"	"1-4 years"	"1-4"	"Male"	"M"	"Malignant neoplasms"	"C00-C97"	Suppressed	25301	Suppressed
	"Montana"	"30"	"1-4 years"	"1-4"	"Male"	"M"	"Diabetes mellitus"	"E10-E14"	Suppressed	25301	Suppressed
	"Montana"	"30"	"1-4 years"	"1-4"	"Male"	"M"	"Influenza and pneumonia"	"J09-J18"	Suppressed	25301	Suppressed
	"Montana"	"30"	"5-14 years"	"5-14"	"Female"	"F"	"Malignant neoplasms"	"C00-C97"	Suppressed	62771	Suppressed
	"Montana"	"30"	"5-14 years"	"5-14"	"Female"	"F"	"Diabetes mellitus"	"E10-E14"	Suppressed	62771	Suppressed
	"Montana"	"30"	"5-14 years"	"5-14"	"Female"	"F"	"Influenza and pneumonia"	"J09-J18"	Suppressed	62771	Suppressed
	"Montana"	"30"	"5-14 years"	"5-14"	"Male"	"M"	"Malignant neoplasms"	"C00-C97"	Suppressed	66534	Suppressed
	"Montana"	"30"	"5-14 years"	"5-14"	"Male"	"M"	"Diabetes mellitus"	"E10-E14"	Suppressed	66534	Suppressed
	"Montana"	"30"	"5-14 years"	"5-14"	"Male"	"M"	"Influenza and pneumonia"	"J09-J18"	Suppressed	66534	Suppressed
	"Montana"	"30"	"15-24 years"	"15-24"	"Female"	"F"	"Malignant neoplasms"	"C00-C97"	Suppressed	64756	Suppressed
	"Montana"	"30"	"15-24 years"	"15-24"	"Female"	"F"	"Diabetes mellitus"	"E10-E14"	Suppressed	64756	Suppressed
	"Montana"	"30"	"15-24 years"	"15-24"	"Female"	"F"	"Influenza and pneumonia"	"J09-J18"	Suppressed	64756	Suppressed
	"Montana"	"30"	"15-24 years"	"15-24"	"Male"	"M"	"Malignant neoplasms"	"C00-C97"	Suppressed	71135	Suppressed
	"Montana"	"30"	"15-24 years"	"15-24"	"Male"	"M"	"Diabetes mellitus"	"E10-E14"	Suppressed	71135	Suppressed
	"Montana"	"30"	"15-24 years"	"15-24"	"Male"	"M"	"Influenza and pneumonia"	"J09-J18"	Suppressed	71135	Suppressed
	"Montana"	"30"	"25-34 years"	"25-34"	"Female"	"F"	"Malignant neoplasms"	"C00-C97"	Suppressed	67129	Suppressed
	"Montana"	"30"	"25-34 years"	"25-34"	"Female"	"F"	"Diabetes mellitus"	"E10-E14"	Suppressed	67129	Suppressed
	"Montana"	"30"	"25-34 years"	"25-34"	"Female"	"F"	"Influenza and pneumonia"	"J09-J18"	Suppressed	67129	Suppressed
	"Montana"	"30"	"25-34 years"	"25-34"	"Male"	"M"	"Malignant neoplasms"	"C00-C97"	Suppressed	71257	Suppressed
	"Montana"	"30"	"25-34 years"	"25-34"	"Male"	"M"	"Diabetes mellitus"	"E10-E14"	Suppressed	71257	Suppressed
	"Montana"	"30"	"25-34 years"	"25-34"	"Male"	"M"	"Influenza and pneumonia"	"J09-J18"	Suppressed	71257	Suppressed
	"Montana"	"30"	"35-44 years"	"35-44"	"Female"	"F"	"Malignant neoplasms"	"C00-C97"	17	63306	Unreliable
	"Montana"	"30"	"35-44 years"	"35-44"	"Female"	"F"	"Diabetes mellitus"	"E10-E14"	Suppressed	63306	Suppressed
	"Montana"	"30"	"35-44 years"	"35-44"	"Female"	"F"	"Influenza and pneumonia"	"J09-J18"	Suppressed	63306	Suppressed
	"Montana"	"30"	"35-44 years"	"35-44"	"Male"	"M"	"Malignant neoplasms"	"C00-C97"	14	66489	Unreliable
	"Montana"	"30"	"35-44 years"	"35-44"	"Male"	"M"	"Diabetes mellitus"	"E10-E14"	Suppressed	66489	Suppressed
	"Montana"	"30"	"35-44 years"	"35-44"	"Male"	"M"	"Influenza and pneumonia"	"J09-J18"	Suppressed	66489	Suppressed
	"Montana"	"30"	"45-54 years"	"45-54"	"Female"	"F"	"Malignant neoplasms"	"C00-C97"	44	58447	75.281879309
	"Montana"	"30"	"45-54 years"	"45-54"	"Female"	"F"	"Diabetes mellitus"	"E10-E14"	Suppressed	58447	Suppressed
	"Montana"	"30"	"45-54 years"	"45-54"	"Female"	"F"	"Influenza and pneumonia"	"J09-J18"	Suppressed	58447	Suppressed
	"Montana"	"30"	"45-54 years"	"45-54"	"Male"	"M"	"Malignant neoplasms"	"C00-C97"	42	59353	70.763061682
	"Montana"	"30"	"45-54 years"	"45-54"	"Male"	"M"	"Diabetes mellitus"	"E10-E14"	15	59353	Unreliable
	"Montana"	"30"	"45-54 years"	"45-54"	"Male"	"M"	"Influenza and pneumonia"	"J09-J18"	Suppressed	59353	Suppressed
	"Montana"	"30"	"55-64 years"	"55-64"	"Female"	"F"	"Malignant neoplasms"	"C00-C97"	172	76993	223.396932189
	"Montana"	"30"	"55-64 years"	"55-64"	"Female"	"F"	"Diabetes mellitus"	"E10-E14"	14	76993	Unreliable
	"Montana"	"30"	"55-64 years"	"55-64"	"Female"	"F"	"Influenza and pneumonia"	"J09-J18"	Suppressed	76993	Suppressed
	"Montana"	"30"	"55-64 years"	"55-64"	"Male"	"M"	"Malignant neoplasms"	"C00-C97"	183	73015	250.633431487
	"Montana"	"30"	"55-64 years"	"55-64"	"Male"	"M"	"Diabetes mellitus"	"E10-E14"	17	73015	Unreliable
	"Montana"	"30"	"55-64 years"	"55-64"	"Male"	"M"	"Influenza and pneumonia"	"J09-J18"	12	73015	Unreliable
	"Montana"	"30"	"65-74 years"	"65-74"	"Female"	"F"	"Malignant neoplasms"	"C00-C97"	287	62678	457.895912441
	"Montana"	"30"	"65-74 years"	"65-74"	"Female"	"F"	"Diabetes mellitus"	"E10-E14"	29	62678	46.268228086
	"Montana"	"30"	"65-74 years"	"65-74"	"Female"	"F"	"Influenza and pneumonia"	"J09-J18"	Suppressed	62678	Suppressed
	"Montana"	"30"	"65-74 years"	"65-74"	"Male"	"M"	"Malignant neoplasms"	"C00-C97"	341	61953	550.417251788
	"Montana"	"30"	"65-74 years"	"65-74"	"Male"	"M"	"Diabetes mellitus"	"E10-E14"	47	61953	75.863961390
	"Montana"	"30"	"65-74 years"	"65-74"	"Male"	"M"	"Influenza and pneumonia"	"J09-J18"	19	61953	Unreliable
	"Montana"	"30"	"75-84 years"	"75-84"	"Female"	"F"	"Malignant neoplasms"	"C00-C97"	269	30760	874.512353706
	"Montana"	"30"	"75-84 years"	"75-84"	"Female"	"F"	"Diabetes mellitus"	"E10-E14"	33	30760	107.282184655
	"Montana"	"30"	"75-84 years"	"75-84"	"Female"	"F"	"Influenza and pneumonia"	"J09-J18"	19	30760	Unreliable
	"Montana"	"30"	"75-84 years"	"75-84"	"Male"	"M"	"Malignant neoplasms"	"C00-C97"	343	28191	1216.700365365
	"Montana"	"30"	"75-84 years"	"75-84"	"Male"	"M"	"Diabetes mellitus"	"E10-E14"	51	28191	180.908800681
	"Montana"	"30"	"75-84 years"	"75-84"	"Male"	"M"	"Influenza and pneumonia"	"J09-J18"	19	28191	Unreliable
	"Montana"	"30"	"85+ years"	"85+"	"Female"	"F"	"Malignant neoplasms"	"C00-C97"	183	13990	1308.077197999
	"Montana"	"30"	"85+ years"	"85+"	"Female"	"F"	"Diabetes mellitus"	"E10-E14"	33	13990	235.882773410
	"Montana"	"30"	"85+ years"	"85+"	"Female"	"F"	"Influenza and pneumonia"	"J09-J18"	32	13990	228.734810579
	"Montana"	"30"	"85+ years"	"85+"	"Male"	"M"	"Malignant neoplasms"	"C00-C97"	191	8865	2154.540327129
	"Montana"	"30"	"85+ years"	"85+"	"Male"	"M"	"Diabetes mellitus"	"E10-E14"	24	8865	270.727580372
	"Montana"	"30"	"85+ years"	"85+"	"Male"	"M"	"Influenza and pneumonia"	"J09-J18"	30	8865	338.409475465
	"Montana"	"30"	"Not Stated"	"NS"	"Female"	"F"	"Malignant neoplasms"	"C00-C97"	Suppressed	Not Applicable	Not Applicable
	"Montana"	"30"	"Not Stated"	"NS"	"Female"	"F"	"Diabetes mellitus"	"E10-E14"	Suppressed	Not Applicable	Not Applicable
	"Montana"	"30"	"Not Stated"	"NS"	"Female"	"F"	"Influenza and pneumonia"	"J09-J18"	Suppressed	Not Applicable	Not Applicable
	"Montana"	"30"	"Not Stated"	"NS"	"Male"	"M"	"Malignant neoplasms"	"C00-C97"	Suppressed	Not Applicable	Not Applicable
	"Montana"	"30"	"Not Stated"	"NS"	"Male"	"M"	"Diabetes mellitus"	"E10-E14"	Suppressed	Not Applicable	Not Applicable
	"Montana"	"30"	"Not Stated"	"NS"	"Male"	"M"	"Influenza and pneumonia"	"J09-J18"	Suppressed	Not Applicable	Not Applicable
	"Nebraska"	"31"	"< 1 year"	"1"	"Female"	"F"	"Malignant neoplasms"	"C00-C97"	Suppressed	12319	Suppressed
	"Nebraska"	"31"	"< 1 year"	"1"	"Female"	"F"	"Diabetes mellitus"	"E10-E14"	Suppressed	12319	Suppressed
	"Nebraska"	"31"	"< 1 year"	"1"	"Female"	"F"	"Influenza and pneumonia"	"J09-J18"	Suppressed	12319	Suppressed
	"Nebraska"	"31"	"< 1 year"	"1"	"Male"	"M"	"Malignant neoplasms"	"C00-C97"	Suppressed	12933	Suppressed
	"Nebraska"	"31"	"< 1 year"	"1"	"Male"	"M"	"Diabetes mellitus"	"E10-E14"	Suppressed	12933	Suppressed
	"Nebraska"	"31"	"< 1 year"	"1"	"Male"	"M"	"Influenza and pneumonia"	"J09-J18"	Suppressed	12933	Suppressed
	"Nebraska"	"31"	"1-4 years"	"1-4"	"Female"	"F"	"Malignant neoplasms"	"C00-C97"	Suppressed	51237	Suppressed
	"Nebraska"	"31"	"1-4 years"	"1-4"	"Female"	"F"	"Diabetes mellitus"	"E10-E14"	Suppressed	51237	Suppressed
	"Nebraska"	"31"	"1-4 years"	"1-4"	"Female"	"F"	"Influenza and pneumonia"	"J09-J18"	Suppressed	51237	Suppressed
	"Nebraska"	"31"	"1-4 years"	"1-4"	"Male"	"M"	"Malignant neoplasms"	"C00-C97"	Suppressed	54391	Suppressed
	"Nebraska"	"31"	"1-4 years"	"1-4"	"Male"	"M"	"Diabetes mellitus"	"E10-E14"	Suppressed	54391	Suppressed
	"Nebraska"	"31"	"1-4 years"	"1-4"	"Male"	"M"	"Influenza and pneumonia"	"J09-J18"	Suppressed	54391	Suppressed
	"Nebraska"	"31"	"5-14 years"	"5-14"	"Female"	"F"	"Malignant neoplasms"	"C00-C97"	Suppressed	129926	Suppressed
	"Nebraska"	"31"	"5-14 years"	"5-14"	"Female"	"F"	"Diabetes mellitus"	"E10-E14"	Suppressed	129926	Suppressed
	"Nebraska"	"31"	"5-14 years"	"5-14"	"Female"	"F"	"Influenza and pneumonia"	"J09-J18"	Suppressed	129926	Suppressed
	"Nebraska"	"31"	"5-14 years"	"5-14"	"Male"	"M"	"Malignant neoplasms"	"C00-C97"	Suppressed	136370	Suppressed
	"Nebraska"	"31"	"5-14 years"	"5-14"	"Male"	"M"	"Diabetes mellitus"	"E10-E14"	Suppressed	136370	Suppressed
	"Nebraska"	"31"	"5-14 years"	"5-14"	"Male"	"M"	"Influenza and pneumonia"	"J09-J18"	Suppressed	136370	Suppressed
	"Nebraska"	"31"	"15-24 years"	"15-24"	"Female"	"F"	"Malignant neoplasms"	"C00-C97"	Suppressed	130838	Suppressed
	"Nebraska"	"31"	"15-24 years"	"15-24"	"Female"	"F"	"Diabetes mellitus"	"E10-E14"	Suppressed	130838	Suppressed
	"Nebraska"	"31"	"15-24 years"	"15-24"	"Female"	"F"	"Influenza and pneumonia"	"J09-J18"	Suppressed	130838	Suppressed
	"Nebraska"	"31"	"15-24 years"	"15-24"	"Male"	"M"	"Malignant neoplasms"	"C00-C97"	Suppressed	137358	Suppressed
	"Nebraska"	"31"	"15-24 years"	"15-24"	"Male"	"M"	"Diabetes mellitus"	"E10-E14"	Suppressed	137358	Suppressed
	"Nebraska"	"31"	"15-24 years"	"15-24"	"Male"	"M"	"Influenza and pneumonia"	"J09-J18"	Suppressed	137358	Suppressed
	"Nebraska"	"31"	"25-34 years"	"25-34"	"Female"	"F"	"Malignant neoplasms"	"C00-C97"	15	123692	Unreliable
	"Nebraska"	"31"	"25-34 years"	"25-34"	"Female"	"F"	"Diabetes mellitus"	"E10-E14"	Suppressed	123692	Suppressed
	"Nebraska"	"31"	"25-34 years"	"25-34"	"Female"	"F"	"Influenza and pneumonia"	"J09-J18"	Suppressed	123692	Suppressed
	"Nebraska"	"31"	"25-34 years"	"25-34"	"Male"	"M"	"Malignant neoplasms"	"C00-C97"	Suppressed	131646	Suppressed
	"Nebraska"	"31"	"25-34 years"	"25-34"	"Male"	"M"	"Diabetes mellitus"	"E10-E14"	Suppressed	131646	Suppressed
	"Nebraska"	"31"	"25-34 years"	"25-34"	"Male"	"M"	"Influenza and pneumonia"	"J09-J18"	Suppressed	131646	Suppressed
	"Nebraska"	"31"	"35-44 years"	"35-44"	"Female"	"F"	"Malignant neoplasms"	"C00-C97"	38	119261	31.862888958
	"Nebraska"	"31"	"35-44 years"	"35-44"	"Female"	"F"	"Diabetes mellitus"	"E10-E14"	Suppressed	119261	Suppressed
	"Nebraska"	"31"	"35-44 years"	"35-44"	"Female"	"F"	"Influenza and pneumonia"	"J09-J18"	Suppressed	119261	Suppressed
	"Nebraska"	"31"	"35-44 years"	"35-44"	"Male"	"M"	"Malignant neoplasms"	"C00-C97"	35	123878	28.253604353
	"Nebraska"	"31"	"35-44 years"	"35-44"	"Male"	"M"	"Diabetes mellitus"	"E10-E14"	Suppressed	123878	Suppressed
	"Nebraska"	"31"	"35-44 years"	"35-44"	"Male"	"M"	"Influenza and pneumonia"	"J09-J18"	Suppressed	123878	Suppressed
	"Nebraska"	"31"	"45-54 years"	"45-54"	"Female"	"F"	"Malignant neoplasms"	"C00-C97"	110	106547	103.240823299
	"Nebraska"	"31"	"45-54 years"	"45-54"	"Female"	"F"	"Diabetes mellitus"	"E10-E14"	15	106547	Unreliable
	"Nebraska"	"31"	"45-54 years"	"45-54"	"Female"	"F"	"Influenza and pneumonia"	"J09-J18"	Suppressed	106547	Suppressed
	"Nebraska"	"31"	"45-54 years"	"45-54"	"Male"	"M"	"Malignant neoplasms"	"C00-C97"	103	109261	94.269684517
	"Nebraska"	"31"	"45-54 years"	"45-54"	"Male"	"M"	"Diabetes mellitus"	"E10-E14"	20	109261	18.304793110
	"Nebraska"	"31"	"45-54 years"	"45-54"	"Male"	"M"	"Influenza and pneumonia"	"J09-J18"	Suppressed	109261	Suppressed
	"Nebraska"	"31"	"55-64 years"	"55-64"	"Female"	"F"	"Malignant neoplasms"	"C00-C97"	282	122534	230.140205984
	"Nebraska"	"31"	"55-64 years"	"55-64"	"Female"	"F"	"Diabetes mellitus"	"E10-E14"	29	122534	23.666900615
	"Nebraska"	"31"	"55-64 years"	"55-64"	"Female"	"F"	"Influenza and pneumonia"	"J09-J18"	12	122534	Unreliable
	"Nebraska"	"31"	"55-64 years"	"55-64"	"Male"	"M"	"Malignant neoplasms"	"C00-C97"	289	119759	241.317980277
	"Nebraska"	"31"	"55-64 years"	"55-64"	"Male"	"M"	"Diabetes mellitus"	"E10-E14"	66	119759	55.110680617
	"Nebraska"	"31"	"55-64 years"	"55-64"	"Male"	"M"	"Influenza and pneumonia"	"J09-J18"	16	119759	Unreliable
	"Nebraska"	"31"	"65-74 years"	"65-74"	"Female"	"F"	"Malignant neoplasms"	"C00-C97"	424	93413	453.898279683
	"Nebraska"	"31"	"65-74 years"	"65-74"	"Female"	"F"	"Diabetes mellitus"	"E10-E14"	52	93413	55.666770150
	"Nebraska"	"31"	"65-74 years"	"65-74"	"Female"	"F"	"Influenza and pneumonia"	"J09-J18"	22	93413	23.551325833
	"Nebraska"	"31"	"65-74 years"	"65-74"	"Male"	"M"	"Malignant neoplasms"	"C00-C97"	528	85495	617.579975437
	"Nebraska"	"31"	"65-74 years"	"65-74"	"Male"	"M"	"Diabetes mellitus"	"E10-E14"	69	85495	80.706474063
	"Nebraska"	"31"	"65-74 years"	"65-74"	"Male"	"M"	"Influenza and pneumonia"	"J09-J18"	35	85495	40.938066554
	"Nebraska"	"31"	"75-84 years"	"75-84"	"Female"	"F"	"Malignant neoplasms"	"C00-C97"	436	50562	862.307661880
	"Nebraska"	"31"	"75-84 years"	"75-84"	"Female"	"F"	"Diabetes mellitus"	"E10-E14"	68	50562	134.488350935
	"Nebraska"	"31"	"75-84 years"	"75-84"	"Female"	"F"	"Influenza and pneumonia"	"J09-J18"	29	50562	57.355326134
	"Nebraska"	"31"	"75-84 years"	"75-84"	"Male"	"M"	"Malignant neoplasms"	"C00-C97"	491	39930	1229.651890809
	"Nebraska"	"31"	"75-84 years"	"75-84"	"Male"	"M"	"Diabetes mellitus"	"E10-E14"	83	39930	207.863761583
	"Nebraska"	"31"	"75-84 years"	"75-84"	"Male"	"M"	"Influenza and pneumonia"	"J09-J18"	50	39930	125.219133484
	"Nebraska"	"31"	"85+ years"	"85+"	"Female"	"F"	"Malignant neoplasms"	"C00-C97"	359	27630	1299.312341658
	"Nebraska"	"31"	"85+ years"	"85+"	"Female"	"F"	"Diabetes mellitus"	"E10-E14"	70	27630	253.347810351
	"Nebraska"	"31"	"85+ years"	"85+"	"Female"	"F"	"Influenza and pneumonia"	"J09-J18"	90	27630	325.732899023
	"Nebraska"	"31"	"85+ years"	"85+"	"Male"	"M"	"Malignant neoplasms"	"C00-C97"	349	15428	2262.120819290
	"Nebraska"	"31"	"85+ years"	"85+"	"Male"	"M"	"Diabetes mellitus"	"E10-E14"	49	15428	317.604355717
	"Nebraska"	"31"	"85+ years"	"85+"	"Male"	"M"	"Influenza and pneumonia"	"J09-J18"	78	15428	505.574280529
	"Nebraska"	"31"	"Not Stated"	"NS"	"Female"	"F"	"Malignant neoplasms"	"C00-C97"	Suppressed	Not Applicable	Not Applicable
	"Nebraska"	"31"	"Not Stated"	"NS"	"Female"	"F"	"Diabetes mellitus"	"E10-E14"	Suppressed	Not Applicable	Not Applicable
	"Nebraska"	"31"	"Not Stated"	"NS"	"Female"	"F"	"Influenza and pneumonia"	"J09-J18"	Suppressed	Not Applicable	Not Applicable
	"Nebraska"	"31"	"Not Stated"	"NS"	"Male"	"M"	"Malignant neoplasms"	"C00-C97"	Suppressed	Not Applicable	Not Applicable
	"Nebraska"	"31"	"Not Stated"	"NS"	"Male"	"M"	"Diabetes mellitus"	"E10-E14"	Suppressed	Not Applicable	Not Applicable
	"Nebraska"	"31"	"Not Stated"	"NS"	"Male"	"M"	"Influenza and pneumonia"	"J09-J18"	Suppressed	Not Applicable	Not Applicable
	"Nevada"	"32"	"< 1 year"	"1"	"Female"	"F"	"Malignant neoplasms"	"C00-C97"	Suppressed	17438	Suppressed
	"Nevada"	"32"	"< 1 year"	"1"	"Female"	"F"	"Diabetes mellitus"	"E10-E14"	Suppressed	17438	Suppressed
	"Nevada"	"32"	"< 1 year"	"1"	"Female"	"F"	"Influenza and pneumonia"	"J09-J18"	Suppressed	17438	Suppressed
	"Nevada"	"32"	"< 1 year"	"1"	"Male"	"M"	"Malignant neoplasms"	"C00-C97"	Suppressed	18263	Suppressed
	"Nevada"	"32"	"< 1 year"	"1"	"Male"	"M"	"Diabetes mellitus"	"E10-E14"	Suppressed	18263	Suppressed
	"Nevada"	"32"	"< 1 year"	"1"	"Male"	"M"	"Influenza and pneumonia"	"J09-J18"	Suppressed	18263	Suppressed
	"Nevada"	"32"	"1-4 years"	"1-4"	"Female"	"F"	"Malignant neoplasms"	"C00-C97"	Suppressed	73196	Suppressed
	"Nevada"	"32"	"1-4 years"	"1-4"	"Female"	"F"	"Diabetes mellitus"	"E10-E14"	Suppressed	73196	Suppressed
	"Nevada"	"32"	"1-4 years"	"1-4"	"Female"	"F"	"Influenza and pneumonia"	"J09-J18"	Suppressed	73196	Suppressed
