"Notes"	"State"	"State Code"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	"Gender"	"Gender Code"	"ICD Chapter"	"ICD Chapter Code"	Deaths	Population	Crude Rate
	"Minnesota"	"27"	"25-34 years"	"25-34"	"Female"	"F"	"Diseases of the nervous system"	"G00-G98"	10	371306	Unreliable
	"Minnesota"	"27"	"25-34 years"	"25-34"	"Female"	"F"	"Diseases of the circulatory system"	"I00-I99"	17	371306	Unreliable
	"Minnesota"	"27"	"25-34 years"	"25-34"	"Female"	"F"	"Diseases of the respiratory system"	"J00-J98"	Suppressed	371306	Suppressed
	"Minnesota"	"27"	"25-34 years"	"25-34"	"Male"	"M"	"Diseases of the nervous system"	"G00-G98"	18	391310	Unreliable
	"Minnesota"	"27"	"25-34 years"	"25-34"	"Male"	"M"	"Diseases of the circulatory system"	"I00-I99"	34	391310	8.688763384
	"Minnesota"	"27"	"25-34 years"	"25-34"	"Male"	"M"	"Diseases of the respiratory system"	"J00-J98"	Suppressed	391310	Suppressed
	"Minnesota"	"27"	"35-44 years"	"35-44"	"Female"	"F"	"Diseases of the nervous system"	"G00-G98"	20	357143	5.599997760
	"Minnesota"	"27"	"35-44 years"	"35-44"	"Female"	"F"	"Diseases of the circulatory system"	"I00-I99"	53	357143	14.839994064
	"Minnesota"	"27"	"35-44 years"	"35-44"	"Female"	"F"	"Diseases of the respiratory system"	"J00-J98"	Suppressed	357143	Suppressed
	"Minnesota"	"27"	"35-44 years"	"35-44"	"Male"	"M"	"Diseases of the nervous system"	"G00-G98"	16	368434	Unreliable
	"Minnesota"	"27"	"35-44 years"	"35-44"	"Male"	"M"	"Diseases of the circulatory system"	"I00-I99"	99	368434	26.870484266
	"Minnesota"	"27"	"35-44 years"	"35-44"	"Male"	"M"	"Diseases of the respiratory system"	"J00-J98"	14	368434	Unreliable
	"Minnesota"	"27"	"45-54 years"	"45-54"	"Female"	"F"	"Diseases of the nervous system"	"G00-G98"	25	334810	7.466921538
	"Minnesota"	"27"	"45-54 years"	"45-54"	"Female"	"F"	"Diseases of the circulatory system"	"I00-I99"	129	334810	38.529315134
	"Minnesota"	"27"	"45-54 years"	"45-54"	"Female"	"F"	"Diseases of the respiratory system"	"J00-J98"	40	334810	11.947074460
	"Minnesota"	"27"	"45-54 years"	"45-54"	"Male"	"M"	"Diseases of the nervous system"	"G00-G98"	43	338551	12.701188300
	"Minnesota"	"27"	"45-54 years"	"45-54"	"Male"	"M"	"Diseases of the circulatory system"	"I00-I99"	287	338551	84.773047488
	"Minnesota"	"27"	"45-54 years"	"45-54"	"Male"	"M"	"Diseases of the respiratory system"	"J00-J98"	43	338551	12.701188300
	"Minnesota"	"27"	"55-64 years"	"55-64"	"Female"	"F"	"Diseases of the nervous system"	"G00-G98"	101	381781	26.454957161
	"Minnesota"	"27"	"55-64 years"	"55-64"	"Female"	"F"	"Diseases of the circulatory system"	"I00-I99"	318	381781	83.293825518
	"Minnesota"	"27"	"55-64 years"	"55-64"	"Female"	"F"	"Diseases of the respiratory system"	"J00-J98"	164	381781	42.956564103
	"Minnesota"	"27"	"55-64 years"	"55-64"	"Male"	"M"	"Diseases of the nervous system"	"G00-G98"	111	374640	29.628443306
	"Minnesota"	"27"	"55-64 years"	"55-64"	"Male"	"M"	"Diseases of the circulatory system"	"I00-I99"	746	374640	199.124492847
	"Minnesota"	"27"	"55-64 years"	"55-64"	"Male"	"M"	"Diseases of the respiratory system"	"J00-J98"	210	374640	56.053811659
	"Minnesota"	"27"	"65-74 years"	"65-74"	"Female"	"F"	"Diseases of the nervous system"	"G00-G98"	253	275220	91.926458833
	"Minnesota"	"27"	"65-74 years"	"65-74"	"Female"	"F"	"Diseases of the circulatory system"	"I00-I99"	630	275220	228.907782865
	"Minnesota"	"27"	"65-74 years"	"65-74"	"Female"	"F"	"Diseases of the respiratory system"	"J00-J98"	316	275220	114.817237119
	"Minnesota"	"27"	"65-74 years"	"65-74"	"Male"	"M"	"Diseases of the nervous system"	"G00-G98"	284	255839	111.007313193
	"Minnesota"	"27"	"65-74 years"	"65-74"	"Male"	"M"	"Diseases of the circulatory system"	"I00-I99"	1131	255839	442.074898667
	"Minnesota"	"27"	"65-74 years"	"65-74"	"Male"	"M"	"Diseases of the respiratory system"	"J00-J98"	432	255839	168.856194716
	"Minnesota"	"27"	"75-84 years"	"75-84"	"Female"	"F"	"Diseases of the nervous system"	"G00-G98"	632	147354	428.899113699
	"Minnesota"	"27"	"75-84 years"	"75-84"	"Female"	"F"	"Diseases of the circulatory system"	"I00-I99"	1192	147354	808.936303052
	"Minnesota"	"27"	"75-84 years"	"75-84"	"Female"	"F"	"Diseases of the respiratory system"	"J00-J98"	548	147354	371.893535296
	"Minnesota"	"27"	"75-84 years"	"75-84"	"Male"	"M"	"Diseases of the nervous system"	"G00-G98"	636	119359	532.846287251
	"Minnesota"	"27"	"75-84 years"	"75-84"	"Male"	"M"	"Diseases of the circulatory system"	"I00-I99"	1518	119359	1271.793496929
	"Minnesota"	"27"	"75-84 years"	"75-84"	"Male"	"M"	"Diseases of the respiratory system"	"J00-J98"	569	119359	476.713109192
	"Minnesota"	"27"	"85+ years"	"85+"	"Female"	"F"	"Diseases of the nervous system"	"G00-G98"	1565	78603	1991.018154523
	"Minnesota"	"27"	"85+ years"	"85+"	"Female"	"F"	"Diseases of the circulatory system"	"I00-I99"	3505	78603	4459.117336488
	"Minnesota"	"27"	"85+ years"	"85+"	"Female"	"F"	"Diseases of the respiratory system"	"J00-J98"	699	78603	889.279035151
	"Minnesota"	"27"	"85+ years"	"85+"	"Male"	"M"	"Diseases of the nervous system"	"G00-G98"	773	44007	1756.538732474
	"Minnesota"	"27"	"85+ years"	"85+"	"Male"	"M"	"Diseases of the circulatory system"	"I00-I99"	2280	44007	5180.993932783
	"Minnesota"	"27"	"85+ years"	"85+"	"Male"	"M"	"Diseases of the respiratory system"	"J00-J98"	619	44007	1406.594405435
	"Minnesota"	"27"	"Not Stated"	"NS"	"Female"	"F"	"Diseases of the nervous system"	"G00-G98"	Suppressed	Not Applicable	Not Applicable
	"Minnesota"	"27"	"Not Stated"	"NS"	"Female"	"F"	"Diseases of the circulatory system"	"I00-I99"	Suppressed	Not Applicable	Not Applicable
	"Minnesota"	"27"	"Not Stated"	"NS"	"Female"	"F"	"Diseases of the respiratory system"	"J00-J98"	Suppressed	Not Applicable	Not Applicable
	"Minnesota"	"27"	"Not Stated"	"NS"	"Male"	"M"	"Diseases of the nervous system"	"G00-G98"	Suppressed	Not Applicable	Not Applicable
	"Minnesota"	"27"	"Not Stated"	"NS"	"Male"	"M"	"Diseases of the circulatory system"	"I00-I99"	Suppressed	Not Applicable	Not Applicable
	"Minnesota"	"27"	"Not Stated"	"NS"	"Male"	"M"	"Diseases of the respiratory system"	"J00-J98"	Suppressed	Not Applicable	Not Applicable
	"Mississippi"	"28"	"< 1 year"	"1"	"Female"	"F"	"Diseases of the nervous system"	"G00-G98"	Suppressed	17384	Suppressed
	"Mississippi"	"28"	"< 1 year"	"1"	"Female"	"F"	"Diseases of the circulatory system"	"I00-I99"	Suppressed	17384	Suppressed
	"Mississippi"	"28"	"< 1 year"	"1"	"Female"	"F"	"Diseases of the respiratory system"	"J00-J98"	Suppressed	17384	Suppressed
	"Mississippi"	"28"	"< 1 year"	"1"	"Male"	"M"	"Diseases of the nervous system"	"G00-G98"	Suppressed	18134	Suppressed
	"Mississippi"	"28"	"< 1 year"	"1"	"Male"	"M"	"Diseases of the circulatory system"	"I00-I99"	Suppressed	18134	Suppressed
	"Mississippi"	"28"	"< 1 year"	"1"	"Male"	"M"	"Diseases of the respiratory system"	"J00-J98"	Suppressed	18134	Suppressed
	"Mississippi"	"28"	"1-4 years"	"1-4"	"Female"	"F"	"Diseases of the nervous system"	"G00-G98"	Suppressed	72907	Suppressed
	"Mississippi"	"28"	"1-4 years"	"1-4"	"Female"	"F"	"Diseases of the circulatory system"	"I00-I99"	Suppressed	72907	Suppressed
	"Mississippi"	"28"	"1-4 years"	"1-4"	"Female"	"F"	"Diseases of the respiratory system"	"J00-J98"	Suppressed	72907	Suppressed
	"Mississippi"	"28"	"1-4 years"	"1-4"	"Male"	"M"	"Diseases of the nervous system"	"G00-G98"	Suppressed	75053	Suppressed
	"Mississippi"	"28"	"1-4 years"	"1-4"	"Male"	"M"	"Diseases of the circulatory system"	"I00-I99"	Suppressed	75053	Suppressed
	"Mississippi"	"28"	"1-4 years"	"1-4"	"Male"	"M"	"Diseases of the respiratory system"	"J00-J98"	Suppressed	75053	Suppressed
	"Mississippi"	"28"	"5-14 years"	"5-14"	"Female"	"F"	"Diseases of the nervous system"	"G00-G98"	Suppressed	194052	Suppressed
	"Mississippi"	"28"	"5-14 years"	"5-14"	"Female"	"F"	"Diseases of the circulatory system"	"I00-I99"	Suppressed	194052	Suppressed
	"Mississippi"	"28"	"5-14 years"	"5-14"	"Female"	"F"	"Diseases of the respiratory system"	"J00-J98"	Suppressed	194052	Suppressed
	"Mississippi"	"28"	"5-14 years"	"5-14"	"Male"	"M"	"Diseases of the nervous system"	"G00-G98"	Suppressed	201607	Suppressed
	"Mississippi"	"28"	"5-14 years"	"5-14"	"Male"	"M"	"Diseases of the circulatory system"	"I00-I99"	Suppressed	201607	Suppressed
	"Mississippi"	"28"	"5-14 years"	"5-14"	"Male"	"M"	"Diseases of the respiratory system"	"J00-J98"	Suppressed	201607	Suppressed
	"Mississippi"	"28"	"15-24 years"	"15-24"	"Female"	"F"	"Diseases of the nervous system"	"G00-G98"	Suppressed	197878	Suppressed
	"Mississippi"	"28"	"15-24 years"	"15-24"	"Female"	"F"	"Diseases of the circulatory system"	"I00-I99"	Suppressed	197878	Suppressed
	"Mississippi"	"28"	"15-24 years"	"15-24"	"Female"	"F"	"Diseases of the respiratory system"	"J00-J98"	Suppressed	197878	Suppressed
	"Mississippi"	"28"	"15-24 years"	"15-24"	"Male"	"M"	"Diseases of the nervous system"	"G00-G98"	Suppressed	204989	Suppressed
	"Mississippi"	"28"	"15-24 years"	"15-24"	"Male"	"M"	"Diseases of the circulatory system"	"I00-I99"	10	204989	Unreliable
	"Mississippi"	"28"	"15-24 years"	"15-24"	"Male"	"M"	"Diseases of the respiratory system"	"J00-J98"	Suppressed	204989	Suppressed
	"Mississippi"	"28"	"25-34 years"	"25-34"	"Female"	"F"	"Diseases of the nervous system"	"G00-G98"	Suppressed	198167	Suppressed
	"Mississippi"	"28"	"25-34 years"	"25-34"	"Female"	"F"	"Diseases of the circulatory system"	"I00-I99"	38	198167	19.175745709
	"Mississippi"	"28"	"25-34 years"	"25-34"	"Female"	"F"	"Diseases of the respiratory system"	"J00-J98"	Suppressed	198167	Suppressed
	"Mississippi"	"28"	"25-34 years"	"25-34"	"Male"	"M"	"Diseases of the nervous system"	"G00-G98"	12	195580	Unreliable
	"Mississippi"	"28"	"25-34 years"	"25-34"	"Male"	"M"	"Diseases of the circulatory system"	"I00-I99"	36	195580	18.406790060
	"Mississippi"	"28"	"25-34 years"	"25-34"	"Male"	"M"	"Diseases of the respiratory system"	"J00-J98"	Suppressed	195580	Suppressed
	"Mississippi"	"28"	"35-44 years"	"35-44"	"Female"	"F"	"Diseases of the nervous system"	"G00-G98"	Suppressed	188254	Suppressed
	"Mississippi"	"28"	"35-44 years"	"35-44"	"Female"	"F"	"Diseases of the circulatory system"	"I00-I99"	89	188254	47.276551893
	"Mississippi"	"28"	"35-44 years"	"35-44"	"Female"	"F"	"Diseases of the respiratory system"	"J00-J98"	19	188254	Unreliable
	"Mississippi"	"28"	"35-44 years"	"35-44"	"Male"	"M"	"Diseases of the nervous system"	"G00-G98"	11	177500	Unreliable
	"Mississippi"	"28"	"35-44 years"	"35-44"	"Male"	"M"	"Diseases of the circulatory system"	"I00-I99"	182	177500	102.535211268
	"Mississippi"	"28"	"35-44 years"	"35-44"	"Male"	"M"	"Diseases of the respiratory system"	"J00-J98"	16	177500	Unreliable
	"Mississippi"	"28"	"45-54 years"	"45-54"	"Female"	"F"	"Diseases of the nervous system"	"G00-G98"	23	187697	12.253792016
	"Mississippi"	"28"	"45-54 years"	"45-54"	"Female"	"F"	"Diseases of the circulatory system"	"I00-I99"	254	187697	135.324485740
	"Mississippi"	"28"	"45-54 years"	"45-54"	"Female"	"F"	"Diseases of the respiratory system"	"J00-J98"	74	187697	39.425243877
	"Mississippi"	"28"	"45-54 years"	"45-54"	"Male"	"M"	"Diseases of the nervous system"	"G00-G98"	28	174343	16.060294936
	"Mississippi"	"28"	"45-54 years"	"45-54"	"Male"	"M"	"Diseases of the circulatory system"	"I00-I99"	461	174343	264.421284479
	"Mississippi"	"28"	"45-54 years"	"45-54"	"Male"	"M"	"Diseases of the respiratory system"	"J00-J98"	68	174343	39.003573416
	"Mississippi"	"28"	"55-64 years"	"55-64"	"Female"	"F"	"Diseases of the nervous system"	"G00-G98"	57	202711	28.118849002
	"Mississippi"	"28"	"55-64 years"	"55-64"	"Female"	"F"	"Diseases of the circulatory system"	"I00-I99"	578	202711	285.134995141
	"Mississippi"	"28"	"55-64 years"	"55-64"	"Female"	"F"	"Diseases of the respiratory system"	"J00-J98"	227	202711	111.982082867
	"Mississippi"	"28"	"55-64 years"	"55-64"	"Male"	"M"	"Diseases of the nervous system"	"G00-G98"	72	183200	39.301310044
	"Mississippi"	"28"	"55-64 years"	"55-64"	"Male"	"M"	"Diseases of the circulatory system"	"I00-I99"	1051	183200	573.689956332
	"Mississippi"	"28"	"55-64 years"	"55-64"	"Male"	"M"	"Diseases of the respiratory system"	"J00-J98"	250	183200	136.462882096
	"Mississippi"	"28"	"65-74 years"	"65-74"	"Female"	"F"	"Diseases of the nervous system"	"G00-G98"	175	155893	112.256483614
	"Mississippi"	"28"	"65-74 years"	"65-74"	"Female"	"F"	"Diseases of the circulatory system"	"I00-I99"	877	155893	562.565349310
	"Mississippi"	"28"	"65-74 years"	"65-74"	"Female"	"F"	"Diseases of the respiratory system"	"J00-J98"	436	155893	279.679010603
	"Mississippi"	"28"	"65-74 years"	"65-74"	"Male"	"M"	"Diseases of the nervous system"	"G00-G98"	158	133062	118.741639236
	"Mississippi"	"28"	"65-74 years"	"65-74"	"Male"	"M"	"Diseases of the circulatory system"	"I00-I99"	1440	133062	1082.202281643
	"Mississippi"	"28"	"65-74 years"	"65-74"	"Male"	"M"	"Diseases of the respiratory system"	"J00-J98"	491	133062	369.000916866
	"Mississippi"	"28"	"75-84 years"	"75-84"	"Female"	"F"	"Diseases of the nervous system"	"G00-G98"	506	83784	603.933925332
	"Mississippi"	"28"	"75-84 years"	"75-84"	"Female"	"F"	"Diseases of the circulatory system"	"I00-I99"	1224	83784	1460.899455743
	"Mississippi"	"28"	"75-84 years"	"75-84"	"Female"	"F"	"Diseases of the respiratory system"	"J00-J98"	557	83784	664.804735988
	"Mississippi"	"28"	"75-84 years"	"75-84"	"Male"	"M"	"Diseases of the nervous system"	"G00-G98"	342	61656	554.690541067
	"Mississippi"	"28"	"75-84 years"	"75-84"	"Male"	"M"	"Diseases of the circulatory system"	"I00-I99"	1387	61656	2249.578305437
	"Mississippi"	"28"	"75-84 years"	"75-84"	"Male"	"M"	"Diseases of the respiratory system"	"J00-J98"	557	61656	903.399506942
	"Mississippi"	"28"	"85+ years"	"85+"	"Female"	"F"	"Diseases of the nervous system"	"G00-G98"	905	35130	2576.145744378
	"Mississippi"	"28"	"85+ years"	"85+"	"Female"	"F"	"Diseases of the circulatory system"	"I00-I99"	1867	35130	5314.545972104
	"Mississippi"	"28"	"85+ years"	"85+"	"Female"	"F"	"Diseases of the respiratory system"	"J00-J98"	512	35130	1457.443780245
	"Mississippi"	"28"	"85+ years"	"85+"	"Male"	"M"	"Diseases of the nervous system"	"G00-G98"	338	17168	1968.779123951
	"Mississippi"	"28"	"85+ years"	"85+"	"Male"	"M"	"Diseases of the circulatory system"	"I00-I99"	1063	17168	6191.752096924
	"Mississippi"	"28"	"85+ years"	"85+"	"Male"	"M"	"Diseases of the respiratory system"	"J00-J98"	366	17168	2131.873252563
	"Mississippi"	"28"	"Not Stated"	"NS"	"Female"	"F"	"Diseases of the nervous system"	"G00-G98"	Suppressed	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Not Stated"	"NS"	"Female"	"F"	"Diseases of the circulatory system"	"I00-I99"	Suppressed	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Not Stated"	"NS"	"Female"	"F"	"Diseases of the respiratory system"	"J00-J98"	Suppressed	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Not Stated"	"NS"	"Male"	"M"	"Diseases of the nervous system"	"G00-G98"	Suppressed	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Not Stated"	"NS"	"Male"	"M"	"Diseases of the circulatory system"	"I00-I99"	Suppressed	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Not Stated"	"NS"	"Male"	"M"	"Diseases of the respiratory system"	"J00-J98"	Suppressed	Not Applicable	Not Applicable
	"Missouri"	"29"	"< 1 year"	"1"	"Female"	"F"	"Diseases of the nervous system"	"G00-G98"	Suppressed	34667	Suppressed
	"Missouri"	"29"	"< 1 year"	"1"	"Female"	"F"	"Diseases of the circulatory system"	"I00-I99"	Suppressed	34667	Suppressed
	"Missouri"	"29"	"< 1 year"	"1"	"Female"	"F"	"Diseases of the respiratory system"	"J00-J98"	Suppressed	34667	Suppressed
	"Missouri"	"29"	"< 1 year"	"1"	"Male"	"M"	"Diseases of the nervous system"	"G00-G98"	Suppressed	36345	Suppressed
	"Missouri"	"29"	"< 1 year"	"1"	"Male"	"M"	"Diseases of the circulatory system"	"I00-I99"	Suppressed	36345	Suppressed
	"Missouri"	"29"	"< 1 year"	"1"	"Male"	"M"	"Diseases of the respiratory system"	"J00-J98"	Suppressed	36345	Suppressed
	"Missouri"	"29"	"1-4 years"	"1-4"	"Female"	"F"	"Diseases of the nervous system"	"G00-G98"	Suppressed	144831	Suppressed
	"Missouri"	"29"	"1-4 years"	"1-4"	"Female"	"F"	"Diseases of the circulatory system"	"I00-I99"	Suppressed	144831	Suppressed
	"Missouri"	"29"	"1-4 years"	"1-4"	"Female"	"F"	"Diseases of the respiratory system"	"J00-J98"	Suppressed	144831	Suppressed
	"Missouri"	"29"	"1-4 years"	"1-4"	"Male"	"M"	"Diseases of the nervous system"	"G00-G98"	Suppressed	152237	Suppressed
	"Missouri"	"29"	"1-4 years"	"1-4"	"Male"	"M"	"Diseases of the circulatory system"	"I00-I99"	Suppressed	152237	Suppressed
	"Missouri"	"29"	"1-4 years"	"1-4"	"Male"	"M"	"Diseases of the respiratory system"	"J00-J98"	Suppressed	152237	Suppressed
	"Missouri"	"29"	"5-14 years"	"5-14"	"Female"	"F"	"Diseases of the nervous system"	"G00-G98"	Suppressed	376046	Suppressed
	"Missouri"	"29"	"5-14 years"	"5-14"	"Female"	"F"	"Diseases of the circulatory system"	"I00-I99"	Suppressed	376046	Suppressed
	"Missouri"	"29"	"5-14 years"	"5-14"	"Female"	"F"	"Diseases of the respiratory system"	"J00-J98"	Suppressed	376046	Suppressed
	"Missouri"	"29"	"5-14 years"	"5-14"	"Male"	"M"	"Diseases of the nervous system"	"G00-G98"	Suppressed	393494	Suppressed
	"Missouri"	"29"	"5-14 years"	"5-14"	"Male"	"M"	"Diseases of the circulatory system"	"I00-I99"	Suppressed	393494	Suppressed
	"Missouri"	"29"	"5-14 years"	"5-14"	"Male"	"M"	"Diseases of the respiratory system"	"J00-J98"	Suppressed	393494	Suppressed
	"Missouri"	"29"	"15-24 years"	"15-24"	"Female"	"F"	"Diseases of the nervous system"	"G00-G98"	Suppressed	388321	Suppressed
	"Missouri"	"29"	"15-24 years"	"15-24"	"Female"	"F"	"Diseases of the circulatory system"	"I00-I99"	Suppressed	388321	Suppressed
	"Missouri"	"29"	"15-24 years"	"15-24"	"Female"	"F"	"Diseases of the respiratory system"	"J00-J98"	Suppressed	388321	Suppressed
	"Missouri"	"29"	"15-24 years"	"15-24"	"Male"	"M"	"Diseases of the nervous system"	"G00-G98"	Suppressed	406148	Suppressed
	"Missouri"	"29"	"15-24 years"	"15-24"	"Male"	"M"	"Diseases of the circulatory system"	"I00-I99"	17	406148	Unreliable
	"Missouri"	"29"	"15-24 years"	"15-24"	"Male"	"M"	"Diseases of the respiratory system"	"J00-J98"	11	406148	Unreliable
	"Missouri"	"29"	"25-34 years"	"25-34"	"Female"	"F"	"Diseases of the nervous system"	"G00-G98"	11	409992	Unreliable
	"Missouri"	"29"	"25-34 years"	"25-34"	"Female"	"F"	"Diseases of the circulatory system"	"I00-I99"	30	409992	7.317215946
	"Missouri"	"29"	"25-34 years"	"25-34"	"Female"	"F"	"Diseases of the respiratory system"	"J00-J98"	15	409992	Unreliable
	"Missouri"	"29"	"25-34 years"	"25-34"	"Male"	"M"	"Diseases of the nervous system"	"G00-G98"	19	415895	Unreliable
	"Missouri"	"29"	"25-34 years"	"25-34"	"Male"	"M"	"Diseases of the circulatory system"	"I00-I99"	80	415895	19.235624376
	"Missouri"	"29"	"25-34 years"	"25-34"	"Male"	"M"	"Diseases of the respiratory system"	"J00-J98"	11	415895	Unreliable
	"Missouri"	"29"	"35-44 years"	"35-44"	"Female"	"F"	"Diseases of the nervous system"	"G00-G98"	21	378722	5.544964380
	"Missouri"	"29"	"35-44 years"	"35-44"	"Female"	"F"	"Diseases of the circulatory system"	"I00-I99"	92	378722	24.292224904
	"Missouri"	"29"	"35-44 years"	"35-44"	"Female"	"F"	"Diseases of the respiratory system"	"J00-J98"	38	378722	10.033745069
	"Missouri"	"29"	"35-44 years"	"35-44"	"Male"	"M"	"Diseases of the nervous system"	"G00-G98"	31	375017	8.266291928
	"Missouri"	"29"	"35-44 years"	"35-44"	"Male"	"M"	"Diseases of the circulatory system"	"I00-I99"	221	375017	58.930661810
	"Missouri"	"29"	"35-44 years"	"35-44"	"Male"	"M"	"Diseases of the respiratory system"	"J00-J98"	28	375017	7.466328193
	"Missouri"	"29"	"45-54 years"	"45-54"	"Female"	"F"	"Diseases of the nervous system"	"G00-G98"	38	371755	10.221785854
	"Missouri"	"29"	"45-54 years"	"45-54"	"Female"	"F"	"Diseases of the circulatory system"	"I00-I99"	301	371755	80.967303735
	"Missouri"	"29"	"45-54 years"	"45-54"	"Female"	"F"	"Diseases of the respiratory system"	"J00-J98"	108	371755	29.051391373
	"Missouri"	"29"	"45-54 years"	"45-54"	"Male"	"M"	"Diseases of the nervous system"	"G00-G98"	65	361189	17.996118376
	"Missouri"	"29"	"45-54 years"	"45-54"	"Male"	"M"	"Diseases of the circulatory system"	"I00-I99"	629	361189	174.147053205
	"Missouri"	"29"	"45-54 years"	"45-54"	"Male"	"M"	"Diseases of the respiratory system"	"J00-J98"	90	361189	24.917702366
	"Missouri"	"29"	"55-64 years"	"55-64"	"Female"	"F"	"Diseases of the nervous system"	"G00-G98"	124	428750	28.921282799
	"Missouri"	"29"	"55-64 years"	"55-64"	"Female"	"F"	"Diseases of the circulatory system"	"I00-I99"	818	428750	190.787172012
	"Missouri"	"29"	"55-64 years"	"55-64"	"Female"	"F"	"Diseases of the respiratory system"	"J00-J98"	378	428750	88.163265306
	"Missouri"	"29"	"55-64 years"	"55-64"	"Male"	"M"	"Diseases of the nervous system"	"G00-G98"	142	401982	35.324964799
	"Missouri"	"29"	"55-64 years"	"55-64"	"Male"	"M"	"Diseases of the circulatory system"	"I00-I99"	1643	401982	408.724768771
	"Missouri"	"29"	"55-64 years"	"55-64"	"Male"	"M"	"Diseases of the respiratory system"	"J00-J98"	409	401982	101.745849317
	"Missouri"	"29"	"65-74 years"	"65-74"	"Female"	"F"	"Diseases of the nervous system"	"G00-G98"	315	325644	96.731399934
	"Missouri"	"29"	"65-74 years"	"65-74"	"Female"	"F"	"Diseases of the circulatory system"	"I00-I99"	1418	325644	435.444841606
	"Missouri"	"29"	"65-74 years"	"65-74"	"Female"	"F"	"Diseases of the respiratory system"	"J00-J98"	771	325644	236.761616981
	"Missouri"	"29"	"65-74 years"	"65-74"	"Male"	"M"	"Diseases of the nervous system"	"G00-G98"	315	284521	110.712390298
	"Missouri"	"29"	"65-74 years"	"65-74"	"Male"	"M"	"Diseases of the circulatory system"	"I00-I99"	2310	284521	811.890862186
	"Missouri"	"29"	"65-74 years"	"65-74"	"Male"	"M"	"Diseases of the respiratory system"	"J00-J98"	797	284521	280.119920849
	"Missouri"	"29"	"75-84 years"	"75-84"	"Female"	"F"	"Diseases of the nervous system"	"G00-G98"	816	179201	455.354601816
	"Missouri"	"29"	"75-84 years"	"75-84"	"Female"	"F"	"Diseases of the circulatory system"	"I00-I99"	2178	179201	1215.395003376
	"Missouri"	"29"	"75-84 years"	"75-84"	"Female"	"F"	"Diseases of the respiratory system"	"J00-J98"	1034	179201	577.005708673
	"Missouri"	"29"	"75-84 years"	"75-84"	"Male"	"M"	"Diseases of the nervous system"	"G00-G98"	689	139140	495.184706051
	"Missouri"	"29"	"75-84 years"	"75-84"	"Male"	"M"	"Diseases of the circulatory system"	"I00-I99"	2501	139140	1797.470173925
	"Missouri"	"29"	"75-84 years"	"75-84"	"Male"	"M"	"Diseases of the respiratory system"	"J00-J98"	1031	139140	740.980307604
	"Missouri"	"29"	"85+ years"	"85+"	"Female"	"F"	"Diseases of the nervous system"	"G00-G98"	1695	86837	1951.932931815
	"Missouri"	"29"	"85+ years"	"85+"	"Female"	"F"	"Diseases of the circulatory system"	"I00-I99"	4189	86837	4823.980561281
	"Missouri"	"29"	"85+ years"	"85+"	"Female"	"F"	"Diseases of the respiratory system"	"J00-J98"	1130	86837	1301.288621210
	"Missouri"	"29"	"85+ years"	"85+"	"Male"	"M"	"Diseases of the nervous system"	"G00-G98"	799	46694	1711.140617638
	"Missouri"	"29"	"85+ years"	"85+"	"Male"	"M"	"Diseases of the circulatory system"	"I00-I99"	2669	46694	5715.937807855
	"Missouri"	"29"	"85+ years"	"85+"	"Male"	"M"	"Diseases of the respiratory system"	"J00-J98"	820	46694	1756.114275924
	"Missouri"	"29"	"Not Stated"	"NS"	"Female"	"F"	"Diseases of the nervous system"	"G00-G98"	Suppressed	Not Applicable	Not Applicable
	"Missouri"	"29"	"Not Stated"	"NS"	"Female"	"F"	"Diseases of the circulatory system"	"I00-I99"	Suppressed	Not Applicable	Not Applicable
	"Missouri"	"29"	"Not Stated"	"NS"	"Female"	"F"	"Diseases of the respiratory system"	"J00-J98"	Suppressed	Not Applicable	Not Applicable
	"Missouri"	"29"	"Not Stated"	"NS"	"Male"	"M"	"Diseases of the nervous system"	"G00-G98"	Suppressed	Not Applicable	Not Applicable
	"Missouri"	"29"	"Not Stated"	"NS"	"Male"	"M"	"Diseases of the circulatory system"	"I00-I99"	Suppressed	Not Applicable	Not Applicable
	"Missouri"	"29"	"Not Stated"	"NS"	"Male"	"M"	"Diseases of the respiratory system"	"J00-J98"	Suppressed	Not Applicable	Not Applicable
	"Montana"	"30"	"< 1 year"	"1"	"Female"	"F"	"Diseases of the nervous system"	"G00-G98"	Suppressed	5686	Suppressed
	"Montana"	"30"	"< 1 year"	"1"	"Female"	"F"	"Diseases of the circulatory system"	"I00-I99"	Suppressed	5686	Suppressed
	"Montana"	"30"	"< 1 year"	"1"	"Female"	"F"	"Diseases of the respiratory system"	"J00-J98"	Suppressed	5686	Suppressed
	"Montana"	"30"	"< 1 year"	"1"	"Male"	"M"	"Diseases of the nervous system"	"G00-G98"	Suppressed	5973	Suppressed
	"Montana"	"30"	"< 1 year"	"1"	"Male"	"M"	"Diseases of the circulatory system"	"I00-I99"	Suppressed	5973	Suppressed
	"Montana"	"30"	"< 1 year"	"1"	"Male"	"M"	"Diseases of the respiratory system"	"J00-J98"	Suppressed	5973	Suppressed
