"State"	"State Code"	"Five-Year Age Groups"	"Five-Year Age Groups Code"	"Gender"	"Gender Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Maine"	"23"	"70-74 years"	"70-74"	"Male"	"M"	"2020 "	"2020"	1021	38062	2682.5
	"Maine"	"23"	"75-79 years"	"75-79"	"Female"	"F"	"1999"	"1999"	874	21892	3992.3
	"Maine"	"23"	"75-79 years"	"75-79"	"Female"	"F"	"2000"	"2000"	853	22263	3831.5
	"Maine"	"23"	"75-79 years"	"75-79"	"Female"	"F"	"2001"	"2001"	816	22313	3657.1
	"Maine"	"23"	"75-79 years"	"75-79"	"Female"	"F"	"2002"	"2002"	846	22498	3760.3
	"Maine"	"23"	"75-79 years"	"75-79"	"Female"	"F"	"2003"	"2003"	892	22633	3941.1
	"Maine"	"23"	"75-79 years"	"75-79"	"Female"	"F"	"2004"	"2004"	829	22653	3659.6
	"Maine"	"23"	"75-79 years"	"75-79"	"Female"	"F"	"2005"	"2005"	819	22393	3657.4
	"Maine"	"23"	"75-79 years"	"75-79"	"Female"	"F"	"2006"	"2006"	727	22563	3222.1
	"Maine"	"23"	"75-79 years"	"75-79"	"Female"	"F"	"2007"	"2007"	781	22532	3466.2
	"Maine"	"23"	"75-79 years"	"75-79"	"Female"	"F"	"2008"	"2008"	738	21984	3357.0
	"Maine"	"23"	"75-79 years"	"75-79"	"Female"	"F"	"2009"	"2009"	766	21624	3542.4
	"Maine"	"23"	"75-79 years"	"75-79"	"Female"	"F"	"2010"	"2010"	744	21556	3451.5
	"Maine"	"23"	"75-79 years"	"75-79"	"Female"	"F"	"2011"	"2011"	699	21438	3260.6
	"Maine"	"23"	"75-79 years"	"75-79"	"Female"	"F"	"2012"	"2012"	688	21422	3211.7
	"Maine"	"23"	"75-79 years"	"75-79"	"Female"	"F"	"2013"	"2013"	679	21757	3120.8
	"Maine"	"23"	"75-79 years"	"75-79"	"Female"	"F"	"2014"	"2014"	685	22301	3071.6
	"Maine"	"23"	"75-79 years"	"75-79"	"Female"	"F"	"2015"	"2015"	764	22630	3376.0
	"Maine"	"23"	"75-79 years"	"75-79"	"Female"	"F"	"2016"	"2016"	689	23180	2972.4
	"Maine"	"23"	"75-79 years"	"75-79"	"Female"	"F"	"2017"	"2017"	771	24071	3203.0
	"Maine"	"23"	"75-79 years"	"75-79"	"Female"	"F"	"2018"	"2018"	790	25684	3075.8
	"Maine"	"23"	"75-79 years"	"75-79"	"Female"	"F"	"2019"	"2019"	790	26922	2934.4
	"Maine"	"23"	"75-79 years"	"75-79"	"Female"	"F"	"2020 "	"2020"	888	27892	3183.7
	"Maine"	"23"	"75-79 years"	"75-79"	"Male"	"M"	"1999"	"1999"	892	15504	5753.4
	"Maine"	"23"	"75-79 years"	"75-79"	"Male"	"M"	"2000"	"2000"	974	15835	6150.9
	"Maine"	"23"	"75-79 years"	"75-79"	"Male"	"M"	"2001"	"2001"	946	16097	5876.9
	"Maine"	"23"	"75-79 years"	"75-79"	"Male"	"M"	"2002"	"2002"	953	16295	5848.4
	"Maine"	"23"	"75-79 years"	"75-79"	"Male"	"M"	"2003"	"2003"	921	16486	5586.6
	"Maine"	"23"	"75-79 years"	"75-79"	"Male"	"M"	"2004"	"2004"	834	16624	5016.8
	"Maine"	"23"	"75-79 years"	"75-79"	"Male"	"M"	"2005"	"2005"	872	16711	5218.1
	"Maine"	"23"	"75-79 years"	"75-79"	"Male"	"M"	"2006"	"2006"	848	16890	5020.7
	"Maine"	"23"	"75-79 years"	"75-79"	"Male"	"M"	"2007"	"2007"	879	17024	5163.3
	"Maine"	"23"	"75-79 years"	"75-79"	"Male"	"M"	"2008"	"2008"	794	17131	4634.9
	"Maine"	"23"	"75-79 years"	"75-79"	"Male"	"M"	"2009"	"2009"	801	17037	4701.5
	"Maine"	"23"	"75-79 years"	"75-79"	"Male"	"M"	"2010"	"2010"	780	17338	4498.8
	"Maine"	"23"	"75-79 years"	"75-79"	"Male"	"M"	"2011"	"2011"	796	17638	4513.0
	"Maine"	"23"	"75-79 years"	"75-79"	"Male"	"M"	"2012"	"2012"	784	17885	4383.6
	"Maine"	"23"	"75-79 years"	"75-79"	"Male"	"M"	"2013"	"2013"	812	18098	4486.7
	"Maine"	"23"	"75-79 years"	"75-79"	"Male"	"M"	"2014"	"2014"	774	18535	4175.9
	"Maine"	"23"	"75-79 years"	"75-79"	"Male"	"M"	"2015"	"2015"	884	18785	4705.9
	"Maine"	"23"	"75-79 years"	"75-79"	"Male"	"M"	"2016"	"2016"	816	19186	4253.1
	"Maine"	"23"	"75-79 years"	"75-79"	"Male"	"M"	"2017"	"2017"	819	20178	4058.9
	"Maine"	"23"	"75-79 years"	"75-79"	"Male"	"M"	"2018"	"2018"	928	21901	4237.2
	"Maine"	"23"	"75-79 years"	"75-79"	"Male"	"M"	"2019"	"2019"	979	23140	4230.8
	"Maine"	"23"	"75-79 years"	"75-79"	"Male"	"M"	"2020 "	"2020"	1026	24232	4234.1
	"Maine"	"23"	"80-84 years"	"80-84"	"Female"	"F"	"1999"	"1999"	1032	16054	6428.3
	"Maine"	"23"	"80-84 years"	"80-84"	"Female"	"F"	"2000"	"2000"	1081	16194	6675.3
	"Maine"	"23"	"80-84 years"	"80-84"	"Female"	"F"	"2001"	"2001"	1040	16709	6224.2
	"Maine"	"23"	"80-84 years"	"80-84"	"Female"	"F"	"2002"	"2002"	1139	17090	6664.7
	"Maine"	"23"	"80-84 years"	"80-84"	"Female"	"F"	"2003"	"2003"	1061	17258	6147.9
	"Maine"	"23"	"80-84 years"	"80-84"	"Female"	"F"	"2004"	"2004"	1086	17484	6211.4
	"Maine"	"23"	"80-84 years"	"80-84"	"Female"	"F"	"2005"	"2005"	1126	17814	6320.9
	"Maine"	"23"	"80-84 years"	"80-84"	"Female"	"F"	"2006"	"2006"	1025	17902	5725.6
	"Maine"	"23"	"80-84 years"	"80-84"	"Female"	"F"	"2007"	"2007"	1019	18108	5627.3
	"Maine"	"23"	"80-84 years"	"80-84"	"Female"	"F"	"2008"	"2008"	1046	18402	5684.2
	"Maine"	"23"	"80-84 years"	"80-84"	"Female"	"F"	"2009"	"2009"	1012	18441	5487.8
	"Maine"	"23"	"80-84 years"	"80-84"	"Female"	"F"	"2010"	"2010"	1041	18274	5696.6
	"Maine"	"23"	"80-84 years"	"80-84"	"Female"	"F"	"2011"	"2011"	1021	18211	5606.5
	"Maine"	"23"	"80-84 years"	"80-84"	"Female"	"F"	"2012"	"2012"	1031	18258	5646.8
	"Maine"	"23"	"80-84 years"	"80-84"	"Female"	"F"	"2013"	"2013"	969	17917	5408.3
	"Maine"	"23"	"80-84 years"	"80-84"	"Female"	"F"	"2014"	"2014"	1005	17685	5682.8
	"Maine"	"23"	"80-84 years"	"80-84"	"Female"	"F"	"2015"	"2015"	1000	17638	5669.6
	"Maine"	"23"	"80-84 years"	"80-84"	"Female"	"F"	"2016"	"2016"	929	17417	5333.9
	"Maine"	"23"	"80-84 years"	"80-84"	"Female"	"F"	"2017"	"2017"	1010	17485	5776.4
	"Maine"	"23"	"80-84 years"	"80-84"	"Female"	"F"	"2018"	"2018"	1027	18142	5660.9
	"Maine"	"23"	"80-84 years"	"80-84"	"Female"	"F"	"2019"	"2019"	1092	18489	5906.2
	"Maine"	"23"	"80-84 years"	"80-84"	"Female"	"F"	"2020 "	"2020"	1013	18573	5454.2
	"Maine"	"23"	"80-84 years"	"80-84"	"Male"	"M"	"1999"	"1999"	902	9374	9622.4
	"Maine"	"23"	"80-84 years"	"80-84"	"Male"	"M"	"2000"	"2000"	869	9598	9054.0
	"Maine"	"23"	"80-84 years"	"80-84"	"Male"	"M"	"2001"	"2001"	951	9975	9533.8
	"Maine"	"23"	"80-84 years"	"80-84"	"Male"	"M"	"2002"	"2002"	947	10250	9239.0
	"Maine"	"23"	"80-84 years"	"80-84"	"Male"	"M"	"2003"	"2003"	901	10677	8438.7
	"Maine"	"23"	"80-84 years"	"80-84"	"Male"	"M"	"2004"	"2004"	977	10959	8915.0
	"Maine"	"23"	"80-84 years"	"80-84"	"Male"	"M"	"2005"	"2005"	1000	11211	8919.8
	"Maine"	"23"	"80-84 years"	"80-84"	"Male"	"M"	"2006"	"2006"	936	11441	8181.1
	"Maine"	"23"	"80-84 years"	"80-84"	"Male"	"M"	"2007"	"2007"	894	11743	7613.0
	"Maine"	"23"	"80-84 years"	"80-84"	"Male"	"M"	"2008"	"2008"	969	11924	8126.5
	"Maine"	"23"	"80-84 years"	"80-84"	"Male"	"M"	"2009"	"2009"	959	12124	7909.9
	"Maine"	"23"	"80-84 years"	"80-84"	"Male"	"M"	"2010"	"2010"	948	12125	7818.6
	"Maine"	"23"	"80-84 years"	"80-84"	"Male"	"M"	"2011"	"2011"	981	12417	7900.5
	"Maine"	"23"	"80-84 years"	"80-84"	"Male"	"M"	"2012"	"2012"	908	12647	7179.6
	"Maine"	"23"	"80-84 years"	"80-84"	"Male"	"M"	"2013"	"2013"	1015	12779	7942.7
	"Maine"	"23"	"80-84 years"	"80-84"	"Male"	"M"	"2014"	"2014"	931	12889	7223.2
	"Maine"	"23"	"80-84 years"	"80-84"	"Male"	"M"	"2015"	"2015"	1029	13045	7888.1
	"Maine"	"23"	"80-84 years"	"80-84"	"Male"	"M"	"2016"	"2016"	932	13279	7018.6
	"Maine"	"23"	"80-84 years"	"80-84"	"Male"	"M"	"2017"	"2017"	980	13232	7406.3
	"Maine"	"23"	"80-84 years"	"80-84"	"Male"	"M"	"2018"	"2018"	1019	13486	7556.0
	"Maine"	"23"	"80-84 years"	"80-84"	"Male"	"M"	"2019"	"2019"	1010	13835	7300.3
	"Maine"	"23"	"80-84 years"	"80-84"	"Male"	"M"	"2020 "	"2020"	1052	14086	7468.4
	"Maine"	"23"	"85-89 years"	"85-89"	"Female"	"F"	"1999"	"1999"	1111	Not Applicable	Not Applicable
	"Maine"	"23"	"85-89 years"	"85-89"	"Female"	"F"	"2000"	"2000"	1166	Not Applicable	Not Applicable
	"Maine"	"23"	"85-89 years"	"85-89"	"Female"	"F"	"2001"	"2001"	1193	Not Applicable	Not Applicable
	"Maine"	"23"	"85-89 years"	"85-89"	"Female"	"F"	"2002"	"2002"	1156	Not Applicable	Not Applicable
	"Maine"	"23"	"85-89 years"	"85-89"	"Female"	"F"	"2003"	"2003"	1107	Not Applicable	Not Applicable
	"Maine"	"23"	"85-89 years"	"85-89"	"Female"	"F"	"2004"	"2004"	1216	Not Applicable	Not Applicable
	"Maine"	"23"	"85-89 years"	"85-89"	"Female"	"F"	"2005"	"2005"	1153	Not Applicable	Not Applicable
	"Maine"	"23"	"85-89 years"	"85-89"	"Female"	"F"	"2006"	"2006"	1096	Not Applicable	Not Applicable
	"Maine"	"23"	"85-89 years"	"85-89"	"Female"	"F"	"2007"	"2007"	1197	Not Applicable	Not Applicable
	"Maine"	"23"	"85-89 years"	"85-89"	"Female"	"F"	"2008"	"2008"	1156	Not Applicable	Not Applicable
	"Maine"	"23"	"85-89 years"	"85-89"	"Female"	"F"	"2009"	"2009"	1178	Not Applicable	Not Applicable
	"Maine"	"23"	"85-89 years"	"85-89"	"Female"	"F"	"2010"	"2010"	1135	Not Applicable	Not Applicable
	"Maine"	"23"	"85-89 years"	"85-89"	"Female"	"F"	"2011"	"2011"	1229	Not Applicable	Not Applicable
	"Maine"	"23"	"85-89 years"	"85-89"	"Female"	"F"	"2012"	"2012"	1232	Not Applicable	Not Applicable
	"Maine"	"23"	"85-89 years"	"85-89"	"Female"	"F"	"2013"	"2013"	1287	Not Applicable	Not Applicable
	"Maine"	"23"	"85-89 years"	"85-89"	"Female"	"F"	"2014"	"2014"	1195	Not Applicable	Not Applicable
	"Maine"	"23"	"85-89 years"	"85-89"	"Female"	"F"	"2015"	"2015"	1312	Not Applicable	Not Applicable
	"Maine"	"23"	"85-89 years"	"85-89"	"Female"	"F"	"2016"	"2016"	1289	Not Applicable	Not Applicable
	"Maine"	"23"	"85-89 years"	"85-89"	"Female"	"F"	"2017"	"2017"	1245	Not Applicable	Not Applicable
	"Maine"	"23"	"85-89 years"	"85-89"	"Female"	"F"	"2018"	"2018"	1238	Not Applicable	Not Applicable
	"Maine"	"23"	"85-89 years"	"85-89"	"Female"	"F"	"2019"	"2019"	1189	Not Applicable	Not Applicable
	"Maine"	"23"	"85-89 years"	"85-89"	"Female"	"F"	"2020 "	"2020"	1231	Not Applicable	Not Applicable
	"Maine"	"23"	"85-89 years"	"85-89"	"Male"	"M"	"1999"	"1999"	680	Not Applicable	Not Applicable
	"Maine"	"23"	"85-89 years"	"85-89"	"Male"	"M"	"2000"	"2000"	732	Not Applicable	Not Applicable
	"Maine"	"23"	"85-89 years"	"85-89"	"Male"	"M"	"2001"	"2001"	711	Not Applicable	Not Applicable
	"Maine"	"23"	"85-89 years"	"85-89"	"Male"	"M"	"2002"	"2002"	760	Not Applicable	Not Applicable
	"Maine"	"23"	"85-89 years"	"85-89"	"Male"	"M"	"2003"	"2003"	743	Not Applicable	Not Applicable
	"Maine"	"23"	"85-89 years"	"85-89"	"Male"	"M"	"2004"	"2004"	763	Not Applicable	Not Applicable
	"Maine"	"23"	"85-89 years"	"85-89"	"Male"	"M"	"2005"	"2005"	809	Not Applicable	Not Applicable
	"Maine"	"23"	"85-89 years"	"85-89"	"Male"	"M"	"2006"	"2006"	760	Not Applicable	Not Applicable
	"Maine"	"23"	"85-89 years"	"85-89"	"Male"	"M"	"2007"	"2007"	825	Not Applicable	Not Applicable
	"Maine"	"23"	"85-89 years"	"85-89"	"Male"	"M"	"2008"	"2008"	852	Not Applicable	Not Applicable
	"Maine"	"23"	"85-89 years"	"85-89"	"Male"	"M"	"2009"	"2009"	897	Not Applicable	Not Applicable
	"Maine"	"23"	"85-89 years"	"85-89"	"Male"	"M"	"2010"	"2010"	875	Not Applicable	Not Applicable
	"Maine"	"23"	"85-89 years"	"85-89"	"Male"	"M"	"2011"	"2011"	903	Not Applicable	Not Applicable
	"Maine"	"23"	"85-89 years"	"85-89"	"Male"	"M"	"2012"	"2012"	873	Not Applicable	Not Applicable
	"Maine"	"23"	"85-89 years"	"85-89"	"Male"	"M"	"2013"	"2013"	955	Not Applicable	Not Applicable
	"Maine"	"23"	"85-89 years"	"85-89"	"Male"	"M"	"2014"	"2014"	954	Not Applicable	Not Applicable
	"Maine"	"23"	"85-89 years"	"85-89"	"Male"	"M"	"2015"	"2015"	1020	Not Applicable	Not Applicable
	"Maine"	"23"	"85-89 years"	"85-89"	"Male"	"M"	"2016"	"2016"	943	Not Applicable	Not Applicable
	"Maine"	"23"	"85-89 years"	"85-89"	"Male"	"M"	"2017"	"2017"	943	Not Applicable	Not Applicable
	"Maine"	"23"	"85-89 years"	"85-89"	"Male"	"M"	"2018"	"2018"	1005	Not Applicable	Not Applicable
	"Maine"	"23"	"85-89 years"	"85-89"	"Male"	"M"	"2019"	"2019"	1021	Not Applicable	Not Applicable
	"Maine"	"23"	"85-89 years"	"85-89"	"Male"	"M"	"2020 "	"2020"	1069	Not Applicable	Not Applicable
	"Maine"	"23"	"90-94 years"	"90-94"	"Female"	"F"	"1999"	"1999"	954	Not Applicable	Not Applicable
	"Maine"	"23"	"90-94 years"	"90-94"	"Female"	"F"	"2000"	"2000"	950	Not Applicable	Not Applicable
	"Maine"	"23"	"90-94 years"	"90-94"	"Female"	"F"	"2001"	"2001"	958	Not Applicable	Not Applicable
	"Maine"	"23"	"90-94 years"	"90-94"	"Female"	"F"	"2002"	"2002"	938	Not Applicable	Not Applicable
	"Maine"	"23"	"90-94 years"	"90-94"	"Female"	"F"	"2003"	"2003"	984	Not Applicable	Not Applicable
	"Maine"	"23"	"90-94 years"	"90-94"	"Female"	"F"	"2004"	"2004"	940	Not Applicable	Not Applicable
	"Maine"	"23"	"90-94 years"	"90-94"	"Female"	"F"	"2005"	"2005"	968	Not Applicable	Not Applicable
	"Maine"	"23"	"90-94 years"	"90-94"	"Female"	"F"	"2006"	"2006"	901	Not Applicable	Not Applicable
	"Maine"	"23"	"90-94 years"	"90-94"	"Female"	"F"	"2007"	"2007"	906	Not Applicable	Not Applicable
	"Maine"	"23"	"90-94 years"	"90-94"	"Female"	"F"	"2008"	"2008"	950	Not Applicable	Not Applicable
	"Maine"	"23"	"90-94 years"	"90-94"	"Female"	"F"	"2009"	"2009"	946	Not Applicable	Not Applicable
	"Maine"	"23"	"90-94 years"	"90-94"	"Female"	"F"	"2010"	"2010"	949	Not Applicable	Not Applicable
	"Maine"	"23"	"90-94 years"	"90-94"	"Female"	"F"	"2011"	"2011"	1017	Not Applicable	Not Applicable
	"Maine"	"23"	"90-94 years"	"90-94"	"Female"	"F"	"2012"	"2012"	982	Not Applicable	Not Applicable
	"Maine"	"23"	"90-94 years"	"90-94"	"Female"	"F"	"2013"	"2013"	1100	Not Applicable	Not Applicable
	"Maine"	"23"	"90-94 years"	"90-94"	"Female"	"F"	"2014"	"2014"	1087	Not Applicable	Not Applicable
	"Maine"	"23"	"90-94 years"	"90-94"	"Female"	"F"	"2015"	"2015"	1223	Not Applicable	Not Applicable
	"Maine"	"23"	"90-94 years"	"90-94"	"Female"	"F"	"2016"	"2016"	1126	Not Applicable	Not Applicable
	"Maine"	"23"	"90-94 years"	"90-94"	"Female"	"F"	"2017"	"2017"	1156	Not Applicable	Not Applicable
	"Maine"	"23"	"90-94 years"	"90-94"	"Female"	"F"	"2018"	"2018"	1125	Not Applicable	Not Applicable
	"Maine"	"23"	"90-94 years"	"90-94"	"Female"	"F"	"2019"	"2019"	1132	Not Applicable	Not Applicable
	"Maine"	"23"	"90-94 years"	"90-94"	"Female"	"F"	"2020 "	"2020"	1210	Not Applicable	Not Applicable
	"Maine"	"23"	"90-94 years"	"90-94"	"Male"	"M"	"1999"	"1999"	353	Not Applicable	Not Applicable
	"Maine"	"23"	"90-94 years"	"90-94"	"Male"	"M"	"2000"	"2000"	353	Not Applicable	Not Applicable
	"Maine"	"23"	"90-94 years"	"90-94"	"Male"	"M"	"2001"	"2001"	355	Not Applicable	Not Applicable
	"Maine"	"23"	"90-94 years"	"90-94"	"Male"	"M"	"2002"	"2002"	388	Not Applicable	Not Applicable
	"Maine"	"23"	"90-94 years"	"90-94"	"Male"	"M"	"2003"	"2003"	405	Not Applicable	Not Applicable
	"Maine"	"23"	"90-94 years"	"90-94"	"Male"	"M"	"2004"	"2004"	368	Not Applicable	Not Applicable
	"Maine"	"23"	"90-94 years"	"90-94"	"Male"	"M"	"2005"	"2005"	438	Not Applicable	Not Applicable
	"Maine"	"23"	"90-94 years"	"90-94"	"Male"	"M"	"2006"	"2006"	420	Not Applicable	Not Applicable
	"Maine"	"23"	"90-94 years"	"90-94"	"Male"	"M"	"2007"	"2007"	469	Not Applicable	Not Applicable
	"Maine"	"23"	"90-94 years"	"90-94"	"Male"	"M"	"2008"	"2008"	454	Not Applicable	Not Applicable
	"Maine"	"23"	"90-94 years"	"90-94"	"Male"	"M"	"2009"	"2009"	460	Not Applicable	Not Applicable
	"Maine"	"23"	"90-94 years"	"90-94"	"Male"	"M"	"2010"	"2010"	488	Not Applicable	Not Applicable
	"Maine"	"23"	"90-94 years"	"90-94"	"Male"	"M"	"2011"	"2011"	485	Not Applicable	Not Applicable
	"Maine"	"23"	"90-94 years"	"90-94"	"Male"	"M"	"2012"	"2012"	511	Not Applicable	Not Applicable
	"Maine"	"23"	"90-94 years"	"90-94"	"Male"	"M"	"2013"	"2013"	626	Not Applicable	Not Applicable
	"Maine"	"23"	"90-94 years"	"90-94"	"Male"	"M"	"2014"	"2014"	611	Not Applicable	Not Applicable
	"Maine"	"23"	"90-94 years"	"90-94"	"Male"	"M"	"2015"	"2015"	647	Not Applicable	Not Applicable
	"Maine"	"23"	"90-94 years"	"90-94"	"Male"	"M"	"2016"	"2016"	624	Not Applicable	Not Applicable
	"Maine"	"23"	"90-94 years"	"90-94"	"Male"	"M"	"2017"	"2017"	691	Not Applicable	Not Applicable
	"Maine"	"23"	"90-94 years"	"90-94"	"Male"	"M"	"2018"	"2018"	651	Not Applicable	Not Applicable
	"Maine"	"23"	"90-94 years"	"90-94"	"Male"	"M"	"2019"	"2019"	711	Not Applicable	Not Applicable
	"Maine"	"23"	"90-94 years"	"90-94"	"Male"	"M"	"2020 "	"2020"	638	Not Applicable	Not Applicable
	"Maine"	"23"	"95-99 years"	"95-99"	"Female"	"F"	"1999"	"1999"	405	Not Applicable	Not Applicable
	"Maine"	"23"	"95-99 years"	"95-99"	"Female"	"F"	"2000"	"2000"	377	Not Applicable	Not Applicable
	"Maine"	"23"	"95-99 years"	"95-99"	"Female"	"F"	"2001"	"2001"	429	Not Applicable	Not Applicable
	"Maine"	"23"	"95-99 years"	"95-99"	"Female"	"F"	"2002"	"2002"	400	Not Applicable	Not Applicable
	"Maine"	"23"	"95-99 years"	"95-99"	"Female"	"F"	"2003"	"2003"	420	Not Applicable	Not Applicable
	"Maine"	"23"	"95-99 years"	"95-99"	"Female"	"F"	"2004"	"2004"	435	Not Applicable	Not Applicable
	"Maine"	"23"	"95-99 years"	"95-99"	"Female"	"F"	"2005"	"2005"	414	Not Applicable	Not Applicable
	"Maine"	"23"	"95-99 years"	"95-99"	"Female"	"F"	"2006"	"2006"	405	Not Applicable	Not Applicable
	"Maine"	"23"	"95-99 years"	"95-99"	"Female"	"F"	"2007"	"2007"	392	Not Applicable	Not Applicable
	"Maine"	"23"	"95-99 years"	"95-99"	"Female"	"F"	"2008"	"2008"	445	Not Applicable	Not Applicable
	"Maine"	"23"	"95-99 years"	"95-99"	"Female"	"F"	"2009"	"2009"	456	Not Applicable	Not Applicable
	"Maine"	"23"	"95-99 years"	"95-99"	"Female"	"F"	"2010"	"2010"	470	Not Applicable	Not Applicable
	"Maine"	"23"	"95-99 years"	"95-99"	"Female"	"F"	"2011"	"2011"	473	Not Applicable	Not Applicable
	"Maine"	"23"	"95-99 years"	"95-99"	"Female"	"F"	"2012"	"2012"	456	Not Applicable	Not Applicable
	"Maine"	"23"	"95-99 years"	"95-99"	"Female"	"F"	"2013"	"2013"	471	Not Applicable	Not Applicable
	"Maine"	"23"	"95-99 years"	"95-99"	"Female"	"F"	"2014"	"2014"	512	Not Applicable	Not Applicable
	"Maine"	"23"	"95-99 years"	"95-99"	"Female"	"F"	"2015"	"2015"	548	Not Applicable	Not Applicable
	"Maine"	"23"	"95-99 years"	"95-99"	"Female"	"F"	"2016"	"2016"	527	Not Applicable	Not Applicable
	"Maine"	"23"	"95-99 years"	"95-99"	"Female"	"F"	"2017"	"2017"	550	Not Applicable	Not Applicable
	"Maine"	"23"	"95-99 years"	"95-99"	"Female"	"F"	"2018"	"2018"	582	Not Applicable	Not Applicable
	"Maine"	"23"	"95-99 years"	"95-99"	"Female"	"F"	"2019"	"2019"	561	Not Applicable	Not Applicable
	"Maine"	"23"	"95-99 years"	"95-99"	"Female"	"F"	"2020 "	"2020"	558	Not Applicable	Not Applicable
	"Maine"	"23"	"95-99 years"	"95-99"	"Male"	"M"	"1999"	"1999"	89	Not Applicable	Not Applicable
	"Maine"	"23"	"95-99 years"	"95-99"	"Male"	"M"	"2000"	"2000"	107	Not Applicable	Not Applicable
	"Maine"	"23"	"95-99 years"	"95-99"	"Male"	"M"	"2001"	"2001"	114	Not Applicable	Not Applicable
	"Maine"	"23"	"95-99 years"	"95-99"	"Male"	"M"	"2002"	"2002"	104	Not Applicable	Not Applicable
	"Maine"	"23"	"95-99 years"	"95-99"	"Male"	"M"	"2003"	"2003"	125	Not Applicable	Not Applicable
	"Maine"	"23"	"95-99 years"	"95-99"	"Male"	"M"	"2004"	"2004"	111	Not Applicable	Not Applicable
	"Maine"	"23"	"95-99 years"	"95-99"	"Male"	"M"	"2005"	"2005"	116	Not Applicable	Not Applicable
	"Maine"	"23"	"95-99 years"	"95-99"	"Male"	"M"	"2006"	"2006"	114	Not Applicable	Not Applicable
	"Maine"	"23"	"95-99 years"	"95-99"	"Male"	"M"	"2007"	"2007"	141	Not Applicable	Not Applicable
	"Maine"	"23"	"95-99 years"	"95-99"	"Male"	"M"	"2008"	"2008"	126	Not Applicable	Not Applicable
	"Maine"	"23"	"95-99 years"	"95-99"	"Male"	"M"	"2009"	"2009"	120	Not Applicable	Not Applicable
	"Maine"	"23"	"95-99 years"	"95-99"	"Male"	"M"	"2010"	"2010"	133	Not Applicable	Not Applicable
	"Maine"	"23"	"95-99 years"	"95-99"	"Male"	"M"	"2011"	"2011"	154	Not Applicable	Not Applicable
	"Maine"	"23"	"95-99 years"	"95-99"	"Male"	"M"	"2012"	"2012"	157	Not Applicable	Not Applicable
	"Maine"	"23"	"95-99 years"	"95-99"	"Male"	"M"	"2013"	"2013"	150	Not Applicable	Not Applicable
	"Maine"	"23"	"95-99 years"	"95-99"	"Male"	"M"	"2014"	"2014"	184	Not Applicable	Not Applicable
	"Maine"	"23"	"95-99 years"	"95-99"	"Male"	"M"	"2015"	"2015"	181	Not Applicable	Not Applicable
	"Maine"	"23"	"95-99 years"	"95-99"	"Male"	"M"	"2016"	"2016"	227	Not Applicable	Not Applicable
	"Maine"	"23"	"95-99 years"	"95-99"	"Male"	"M"	"2017"	"2017"	206	Not Applicable	Not Applicable
	"Maine"	"23"	"95-99 years"	"95-99"	"Male"	"M"	"2018"	"2018"	217	Not Applicable	Not Applicable
	"Maine"	"23"	"95-99 years"	"95-99"	"Male"	"M"	"2019"	"2019"	220	Not Applicable	Not Applicable
	"Maine"	"23"	"95-99 years"	"95-99"	"Male"	"M"	"2020 "	"2020"	259	Not Applicable	Not Applicable
	"Maine"	"23"	"100+ years"	"100+"	"Female"	"F"	"1999"	"1999"	107	Not Applicable	Not Applicable
	"Maine"	"23"	"100+ years"	"100+"	"Female"	"F"	"2000"	"2000"	96	Not Applicable	Not Applicable
	"Maine"	"23"	"100+ years"	"100+"	"Female"	"F"	"2001"	"2001"	106	Not Applicable	Not Applicable
	"Maine"	"23"	"100+ years"	"100+"	"Female"	"F"	"2002"	"2002"	105	Not Applicable	Not Applicable
	"Maine"	"23"	"100+ years"	"100+"	"Female"	"F"	"2003"	"2003"	103	Not Applicable	Not Applicable
	"Maine"	"23"	"100+ years"	"100+"	"Female"	"F"	"2004"	"2004"	89	Not Applicable	Not Applicable
	"Maine"	"23"	"100+ years"	"100+"	"Female"	"F"	"2005"	"2005"	89	Not Applicable	Not Applicable
	"Maine"	"23"	"100+ years"	"100+"	"Female"	"F"	"2006"	"2006"	99	Not Applicable	Not Applicable
	"Maine"	"23"	"100+ years"	"100+"	"Female"	"F"	"2007"	"2007"	100	Not Applicable	Not Applicable
	"Maine"	"23"	"100+ years"	"100+"	"Female"	"F"	"2008"	"2008"	101	Not Applicable	Not Applicable
	"Maine"	"23"	"100+ years"	"100+"	"Female"	"F"	"2009"	"2009"	101	Not Applicable	Not Applicable
	"Maine"	"23"	"100+ years"	"100+"	"Female"	"F"	"2010"	"2010"	108	Not Applicable	Not Applicable
	"Maine"	"23"	"100+ years"	"100+"	"Female"	"F"	"2011"	"2011"	123	Not Applicable	Not Applicable
	"Maine"	"23"	"100+ years"	"100+"	"Female"	"F"	"2012"	"2012"	128	Not Applicable	Not Applicable
	"Maine"	"23"	"100+ years"	"100+"	"Female"	"F"	"2013"	"2013"	126	Not Applicable	Not Applicable
	"Maine"	"23"	"100+ years"	"100+"	"Female"	"F"	"2014"	"2014"	123	Not Applicable	Not Applicable
	"Maine"	"23"	"100+ years"	"100+"	"Female"	"F"	"2015"	"2015"	112	Not Applicable	Not Applicable
	"Maine"	"23"	"100+ years"	"100+"	"Female"	"F"	"2016"	"2016"	133	Not Applicable	Not Applicable
	"Maine"	"23"	"100+ years"	"100+"	"Female"	"F"	"2017"	"2017"	117	Not Applicable	Not Applicable
