"Notes"	"State"	"State Code"	"Five-Year Age Groups"	"Five-Year Age Groups Code"	"Gender"	"Gender Code"	"ICD Chapter"	"ICD Chapter Code"	Deaths	Population	Crude Rate
	"Mississippi"	"28"	"< 1 year"	"1"	"Male"	"M"	"Diseases of the respiratory system"	"J00-J98"	Suppressed	18134	Suppressed
	"Mississippi"	"28"	"1-4 years"	"1-4"	"Female"	"F"	"Diseases of the nervous system"	"G00-G98"	Suppressed	72907	Suppressed
	"Mississippi"	"28"	"1-4 years"	"1-4"	"Female"	"F"	"Diseases of the circulatory system"	"I00-I99"	Suppressed	72907	Suppressed
	"Mississippi"	"28"	"1-4 years"	"1-4"	"Female"	"F"	"Diseases of the respiratory system"	"J00-J98"	Suppressed	72907	Suppressed
	"Mississippi"	"28"	"1-4 years"	"1-4"	"Male"	"M"	"Diseases of the nervous system"	"G00-G98"	Suppressed	75053	Suppressed
	"Mississippi"	"28"	"1-4 years"	"1-4"	"Male"	"M"	"Diseases of the circulatory system"	"I00-I99"	Suppressed	75053	Suppressed
	"Mississippi"	"28"	"1-4 years"	"1-4"	"Male"	"M"	"Diseases of the respiratory system"	"J00-J98"	Suppressed	75053	Suppressed
	"Mississippi"	"28"	"5-9 years"	"5-9"	"Female"	"F"	"Diseases of the nervous system"	"G00-G98"	Suppressed	93043	Suppressed
	"Mississippi"	"28"	"5-9 years"	"5-9"	"Female"	"F"	"Diseases of the circulatory system"	"I00-I99"	Suppressed	93043	Suppressed
	"Mississippi"	"28"	"5-9 years"	"5-9"	"Female"	"F"	"Diseases of the respiratory system"	"J00-J98"	Suppressed	93043	Suppressed
	"Mississippi"	"28"	"5-9 years"	"5-9"	"Male"	"M"	"Diseases of the nervous system"	"G00-G98"	Suppressed	96334	Suppressed
	"Mississippi"	"28"	"5-9 years"	"5-9"	"Male"	"M"	"Diseases of the circulatory system"	"I00-I99"	Suppressed	96334	Suppressed
	"Mississippi"	"28"	"5-9 years"	"5-9"	"Male"	"M"	"Diseases of the respiratory system"	"J00-J98"	Suppressed	96334	Suppressed
	"Mississippi"	"28"	"10-14 years"	"10-14"	"Female"	"F"	"Diseases of the nervous system"	"G00-G98"	Suppressed	101009	Suppressed
	"Mississippi"	"28"	"10-14 years"	"10-14"	"Female"	"F"	"Diseases of the circulatory system"	"I00-I99"	Suppressed	101009	Suppressed
	"Mississippi"	"28"	"10-14 years"	"10-14"	"Female"	"F"	"Diseases of the respiratory system"	"J00-J98"	Suppressed	101009	Suppressed
	"Mississippi"	"28"	"10-14 years"	"10-14"	"Male"	"M"	"Diseases of the nervous system"	"G00-G98"	Suppressed	105273	Suppressed
	"Mississippi"	"28"	"10-14 years"	"10-14"	"Male"	"M"	"Diseases of the circulatory system"	"I00-I99"	Suppressed	105273	Suppressed
	"Mississippi"	"28"	"10-14 years"	"10-14"	"Male"	"M"	"Diseases of the respiratory system"	"J00-J98"	Suppressed	105273	Suppressed
	"Mississippi"	"28"	"15-19 years"	"15-19"	"Female"	"F"	"Diseases of the nervous system"	"G00-G98"	Suppressed	98568	Suppressed
	"Mississippi"	"28"	"15-19 years"	"15-19"	"Female"	"F"	"Diseases of the circulatory system"	"I00-I99"	Suppressed	98568	Suppressed
	"Mississippi"	"28"	"15-19 years"	"15-19"	"Female"	"F"	"Diseases of the respiratory system"	"J00-J98"	Suppressed	98568	Suppressed
	"Mississippi"	"28"	"15-19 years"	"15-19"	"Male"	"M"	"Diseases of the nervous system"	"G00-G98"	Suppressed	102782	Suppressed
	"Mississippi"	"28"	"15-19 years"	"15-19"	"Male"	"M"	"Diseases of the circulatory system"	"I00-I99"	Suppressed	102782	Suppressed
	"Mississippi"	"28"	"15-19 years"	"15-19"	"Male"	"M"	"Diseases of the respiratory system"	"J00-J98"	Suppressed	102782	Suppressed
	"Mississippi"	"28"	"20-24 years"	"20-24"	"Female"	"F"	"Diseases of the nervous system"	"G00-G98"	Suppressed	99310	Suppressed
	"Mississippi"	"28"	"20-24 years"	"20-24"	"Female"	"F"	"Diseases of the circulatory system"	"I00-I99"	Suppressed	99310	Suppressed
	"Mississippi"	"28"	"20-24 years"	"20-24"	"Female"	"F"	"Diseases of the respiratory system"	"J00-J98"	Suppressed	99310	Suppressed
	"Mississippi"	"28"	"20-24 years"	"20-24"	"Male"	"M"	"Diseases of the nervous system"	"G00-G98"	Suppressed	102207	Suppressed
	"Mississippi"	"28"	"20-24 years"	"20-24"	"Male"	"M"	"Diseases of the circulatory system"	"I00-I99"	Suppressed	102207	Suppressed
	"Mississippi"	"28"	"20-24 years"	"20-24"	"Male"	"M"	"Diseases of the respiratory system"	"J00-J98"	Suppressed	102207	Suppressed
	"Mississippi"	"28"	"25-29 years"	"25-29"	"Female"	"F"	"Diseases of the nervous system"	"G00-G98"	Suppressed	102962	Suppressed
	"Mississippi"	"28"	"25-29 years"	"25-29"	"Female"	"F"	"Diseases of the circulatory system"	"I00-I99"	Suppressed	102962	Suppressed
	"Mississippi"	"28"	"25-29 years"	"25-29"	"Female"	"F"	"Diseases of the respiratory system"	"J00-J98"	Suppressed	102962	Suppressed
	"Mississippi"	"28"	"25-29 years"	"25-29"	"Male"	"M"	"Diseases of the nervous system"	"G00-G98"	Suppressed	104027	Suppressed
	"Mississippi"	"28"	"25-29 years"	"25-29"	"Male"	"M"	"Diseases of the circulatory system"	"I00-I99"	16	104027	Unreliable
	"Mississippi"	"28"	"25-29 years"	"25-29"	"Male"	"M"	"Diseases of the respiratory system"	"J00-J98"	Suppressed	104027	Suppressed
	"Mississippi"	"28"	"30-34 years"	"30-34"	"Female"	"F"	"Diseases of the nervous system"	"G00-G98"	Suppressed	95205	Suppressed
	"Mississippi"	"28"	"30-34 years"	"30-34"	"Female"	"F"	"Diseases of the circulatory system"	"I00-I99"	30	95205	31.510950055
	"Mississippi"	"28"	"30-34 years"	"30-34"	"Female"	"F"	"Diseases of the respiratory system"	"J00-J98"	Suppressed	95205	Suppressed
	"Mississippi"	"28"	"30-34 years"	"30-34"	"Male"	"M"	"Diseases of the nervous system"	"G00-G98"	Suppressed	91553	Suppressed
	"Mississippi"	"28"	"30-34 years"	"30-34"	"Male"	"M"	"Diseases of the circulatory system"	"I00-I99"	20	91553	21.845269953
	"Mississippi"	"28"	"30-34 years"	"30-34"	"Male"	"M"	"Diseases of the respiratory system"	"J00-J98"	Suppressed	91553	Suppressed
	"Mississippi"	"28"	"35-39 years"	"35-39"	"Female"	"F"	"Diseases of the nervous system"	"G00-G98"	Suppressed	96756	Suppressed
	"Mississippi"	"28"	"35-39 years"	"35-39"	"Female"	"F"	"Diseases of the circulatory system"	"I00-I99"	30	96756	31.005829096
	"Mississippi"	"28"	"35-39 years"	"35-39"	"Female"	"F"	"Diseases of the respiratory system"	"J00-J98"	Suppressed	96756	Suppressed
	"Mississippi"	"28"	"35-39 years"	"35-39"	"Male"	"M"	"Diseases of the nervous system"	"G00-G98"	Suppressed	92312	Suppressed
	"Mississippi"	"28"	"35-39 years"	"35-39"	"Male"	"M"	"Diseases of the circulatory system"	"I00-I99"	62	92312	67.163532369
	"Mississippi"	"28"	"35-39 years"	"35-39"	"Male"	"M"	"Diseases of the respiratory system"	"J00-J98"	Suppressed	92312	Suppressed
	"Mississippi"	"28"	"40-44 years"	"40-44"	"Female"	"F"	"Diseases of the nervous system"	"G00-G98"	Suppressed	91498	Suppressed
	"Mississippi"	"28"	"40-44 years"	"40-44"	"Female"	"F"	"Diseases of the circulatory system"	"I00-I99"	59	91498	64.482283766
	"Mississippi"	"28"	"40-44 years"	"40-44"	"Female"	"F"	"Diseases of the respiratory system"	"J00-J98"	12	91498	Unreliable
	"Mississippi"	"28"	"40-44 years"	"40-44"	"Male"	"M"	"Diseases of the nervous system"	"G00-G98"	Suppressed	85188	Suppressed
	"Mississippi"	"28"	"40-44 years"	"40-44"	"Male"	"M"	"Diseases of the circulatory system"	"I00-I99"	120	85188	140.864910551
	"Mississippi"	"28"	"40-44 years"	"40-44"	"Male"	"M"	"Diseases of the respiratory system"	"J00-J98"	11	85188	Unreliable
	"Mississippi"	"28"	"45-49 years"	"45-49"	"Female"	"F"	"Diseases of the nervous system"	"G00-G98"	14	94380	Unreliable
	"Mississippi"	"28"	"45-49 years"	"45-49"	"Female"	"F"	"Diseases of the circulatory system"	"I00-I99"	100	94380	105.954651409
	"Mississippi"	"28"	"45-49 years"	"45-49"	"Female"	"F"	"Diseases of the respiratory system"	"J00-J98"	28	94380	29.667302395
	"Mississippi"	"28"	"45-49 years"	"45-49"	"Male"	"M"	"Diseases of the nervous system"	"G00-G98"	12	87453	Unreliable
	"Mississippi"	"28"	"45-49 years"	"45-49"	"Male"	"M"	"Diseases of the circulatory system"	"I00-I99"	186	87453	212.685671160
	"Mississippi"	"28"	"45-49 years"	"45-49"	"Male"	"M"	"Diseases of the respiratory system"	"J00-J98"	24	87453	27.443312408
	"Mississippi"	"28"	"50-54 years"	"50-54"	"Female"	"F"	"Diseases of the nervous system"	"G00-G98"	Suppressed	93317	Suppressed
	"Mississippi"	"28"	"50-54 years"	"50-54"	"Female"	"F"	"Diseases of the circulatory system"	"I00-I99"	154	93317	165.028880054
	"Mississippi"	"28"	"50-54 years"	"50-54"	"Female"	"F"	"Diseases of the respiratory system"	"J00-J98"	46	93317	49.294340795
	"Mississippi"	"28"	"50-54 years"	"50-54"	"Male"	"M"	"Diseases of the nervous system"	"G00-G98"	16	86890	Unreliable
	"Mississippi"	"28"	"50-54 years"	"50-54"	"Male"	"M"	"Diseases of the circulatory system"	"I00-I99"	275	86890	316.492116469
	"Mississippi"	"28"	"50-54 years"	"50-54"	"Male"	"M"	"Diseases of the respiratory system"	"J00-J98"	44	86890	50.638738635
	"Mississippi"	"28"	"55-59 years"	"55-59"	"Female"	"F"	"Diseases of the nervous system"	"G00-G98"	25	103144	24.237958582
	"Mississippi"	"28"	"55-59 years"	"55-59"	"Female"	"F"	"Diseases of the circulatory system"	"I00-I99"	253	103144	245.288140852
	"Mississippi"	"28"	"55-59 years"	"55-59"	"Female"	"F"	"Diseases of the respiratory system"	"J00-J98"	75	103144	72.713875746
	"Mississippi"	"28"	"55-59 years"	"55-59"	"Male"	"M"	"Diseases of the nervous system"	"G00-G98"	29	94170	30.795370075
	"Mississippi"	"28"	"55-59 years"	"55-59"	"Male"	"M"	"Diseases of the circulatory system"	"I00-I99"	425	94170	451.311458002
	"Mississippi"	"28"	"55-59 years"	"55-59"	"Male"	"M"	"Diseases of the respiratory system"	"J00-J98"	91	94170	96.633747478
	"Mississippi"	"28"	"60-64 years "	"60-64"	"Female"	"F"	"Diseases of the nervous system"	"G00-G98"	32	99567	32.139162574
	"Mississippi"	"28"	"60-64 years "	"60-64"	"Female"	"F"	"Diseases of the circulatory system"	"I00-I99"	325	99567	326.413369892
	"Mississippi"	"28"	"60-64 years "	"60-64"	"Female"	"F"	"Diseases of the respiratory system"	"J00-J98"	152	99567	152.661022226
	"Mississippi"	"28"	"60-64 years "	"60-64"	"Male"	"M"	"Diseases of the nervous system"	"G00-G98"	43	89030	48.298326407
	"Mississippi"	"28"	"60-64 years "	"60-64"	"Male"	"M"	"Diseases of the circulatory system"	"I00-I99"	626	89030	703.133775132
	"Mississippi"	"28"	"60-64 years "	"60-64"	"Male"	"M"	"Diseases of the respiratory system"	"J00-J98"	159	89030	178.591486016
	"Mississippi"	"28"	"65-69 years"	"65-69"	"Female"	"F"	"Diseases of the nervous system"	"G00-G98"	52	86420	60.171256654
	"Mississippi"	"28"	"65-69 years"	"65-69"	"Female"	"F"	"Diseases of the circulatory system"	"I00-I99"	396	86420	458.227262208
	"Mississippi"	"28"	"65-69 years"	"65-69"	"Female"	"F"	"Diseases of the respiratory system"	"J00-J98"	192	86420	222.170793798
	"Mississippi"	"28"	"65-69 years"	"65-69"	"Male"	"M"	"Diseases of the nervous system"	"G00-G98"	70	74191	94.351066841
	"Mississippi"	"28"	"65-69 years"	"65-69"	"Male"	"M"	"Diseases of the circulatory system"	"I00-I99"	722	74191	973.163860846
	"Mississippi"	"28"	"65-69 years"	"65-69"	"Male"	"M"	"Diseases of the respiratory system"	"J00-J98"	232	74191	312.706392959
	"Mississippi"	"28"	"70-74 years"	"70-74"	"Female"	"F"	"Diseases of the nervous system"	"G00-G98"	123	69473	177.047198192
	"Mississippi"	"28"	"70-74 years"	"70-74"	"Female"	"F"	"Diseases of the circulatory system"	"I00-I99"	481	69473	692.355303499
	"Mississippi"	"28"	"70-74 years"	"70-74"	"Female"	"F"	"Diseases of the respiratory system"	"J00-J98"	244	69473	351.215580153
	"Mississippi"	"28"	"70-74 years"	"70-74"	"Male"	"M"	"Diseases of the nervous system"	"G00-G98"	88	58871	149.479370148
	"Mississippi"	"28"	"70-74 years"	"70-74"	"Male"	"M"	"Diseases of the circulatory system"	"I00-I99"	718	58871	1219.615770074
	"Mississippi"	"28"	"70-74 years"	"70-74"	"Male"	"M"	"Diseases of the respiratory system"	"J00-J98"	259	58871	439.944964414
	"Mississippi"	"28"	"75-79 years"	"75-79"	"Female"	"F"	"Diseases of the nervous system"	"G00-G98"	191	49524	385.671593571
	"Mississippi"	"28"	"75-79 years"	"75-79"	"Female"	"F"	"Diseases of the circulatory system"	"I00-I99"	549	49524	1108.553428641
	"Mississippi"	"28"	"75-79 years"	"75-79"	"Female"	"F"	"Diseases of the respiratory system"	"J00-J98"	304	49524	613.843792908
	"Mississippi"	"28"	"75-79 years"	"75-79"	"Male"	"M"	"Diseases of the nervous system"	"G00-G98"	152	38105	398.897782443
	"Mississippi"	"28"	"75-79 years"	"75-79"	"Male"	"M"	"Diseases of the circulatory system"	"I00-I99"	717	38105	1881.642829025
	"Mississippi"	"28"	"75-79 years"	"75-79"	"Male"	"M"	"Diseases of the respiratory system"	"J00-J98"	289	38105	758.430652145
	"Mississippi"	"28"	"80-84 years"	"80-84"	"Female"	"F"	"Diseases of the nervous system"	"G00-G98"	315	34260	919.439579685
	"Mississippi"	"28"	"80-84 years"	"80-84"	"Female"	"F"	"Diseases of the circulatory system"	"I00-I99"	675	34260	1970.227670753
	"Mississippi"	"28"	"80-84 years"	"80-84"	"Female"	"F"	"Diseases of the respiratory system"	"J00-J98"	253	34260	738.470519556
	"Mississippi"	"28"	"80-84 years"	"80-84"	"Male"	"M"	"Diseases of the nervous system"	"G00-G98"	190	23551	806.759797885
	"Mississippi"	"28"	"80-84 years"	"80-84"	"Male"	"M"	"Diseases of the circulatory system"	"I00-I99"	670	23551	2844.889813596
	"Mississippi"	"28"	"80-84 years"	"80-84"	"Male"	"M"	"Diseases of the respiratory system"	"J00-J98"	268	23551	1137.955925438
	"Mississippi"	"28"	"85-89 years"	"85-89"	"Female"	"F"	"Diseases of the nervous system"	"G00-G98"	393	Not Applicable	Not Applicable
	"Mississippi"	"28"	"85-89 years"	"85-89"	"Female"	"F"	"Diseases of the circulatory system"	"I00-I99"	792	Not Applicable	Not Applicable
	"Mississippi"	"28"	"85-89 years"	"85-89"	"Female"	"F"	"Diseases of the respiratory system"	"J00-J98"	240	Not Applicable	Not Applicable
	"Mississippi"	"28"	"85-89 years"	"85-89"	"Male"	"M"	"Diseases of the nervous system"	"G00-G98"	173	Not Applicable	Not Applicable
	"Mississippi"	"28"	"85-89 years"	"85-89"	"Male"	"M"	"Diseases of the circulatory system"	"I00-I99"	533	Not Applicable	Not Applicable
	"Mississippi"	"28"	"85-89 years"	"85-89"	"Male"	"M"	"Diseases of the respiratory system"	"J00-J98"	222	Not Applicable	Not Applicable
	"Mississippi"	"28"	"90-94 years"	"90-94"	"Female"	"F"	"Diseases of the nervous system"	"G00-G98"	303	Not Applicable	Not Applicable
	"Mississippi"	"28"	"90-94 years"	"90-94"	"Female"	"F"	"Diseases of the circulatory system"	"I00-I99"	658	Not Applicable	Not Applicable
	"Mississippi"	"28"	"90-94 years"	"90-94"	"Female"	"F"	"Diseases of the respiratory system"	"J00-J98"	189	Not Applicable	Not Applicable
	"Mississippi"	"28"	"90-94 years"	"90-94"	"Male"	"M"	"Diseases of the nervous system"	"G00-G98"	134	Not Applicable	Not Applicable
	"Mississippi"	"28"	"90-94 years"	"90-94"	"Male"	"M"	"Diseases of the circulatory system"	"I00-I99"	389	Not Applicable	Not Applicable
	"Mississippi"	"28"	"90-94 years"	"90-94"	"Male"	"M"	"Diseases of the respiratory system"	"J00-J98"	107	Not Applicable	Not Applicable
	"Mississippi"	"28"	"95-99 years"	"95-99"	"Female"	"F"	"Diseases of the nervous system"	"G00-G98"	171	Not Applicable	Not Applicable
	"Mississippi"	"28"	"95-99 years"	"95-99"	"Female"	"F"	"Diseases of the circulatory system"	"I00-I99"	327	Not Applicable	Not Applicable
	"Mississippi"	"28"	"95-99 years"	"95-99"	"Female"	"F"	"Diseases of the respiratory system"	"J00-J98"	64	Not Applicable	Not Applicable
	"Mississippi"	"28"	"95-99 years"	"95-99"	"Male"	"M"	"Diseases of the nervous system"	"G00-G98"	27	Not Applicable	Not Applicable
	"Mississippi"	"28"	"95-99 years"	"95-99"	"Male"	"M"	"Diseases of the circulatory system"	"I00-I99"	121	Not Applicable	Not Applicable
	"Mississippi"	"28"	"95-99 years"	"95-99"	"Male"	"M"	"Diseases of the respiratory system"	"J00-J98"	35	Not Applicable	Not Applicable
	"Mississippi"	"28"	"100+ years"	"100+"	"Female"	"F"	"Diseases of the nervous system"	"G00-G98"	38	Not Applicable	Not Applicable
	"Mississippi"	"28"	"100+ years"	"100+"	"Female"	"F"	"Diseases of the circulatory system"	"I00-I99"	90	Not Applicable	Not Applicable
	"Mississippi"	"28"	"100+ years"	"100+"	"Female"	"F"	"Diseases of the respiratory system"	"J00-J98"	19	Not Applicable	Not Applicable
	"Mississippi"	"28"	"100+ years"	"100+"	"Male"	"M"	"Diseases of the nervous system"	"G00-G98"	Suppressed	Not Applicable	Not Applicable
	"Mississippi"	"28"	"100+ years"	"100+"	"Male"	"M"	"Diseases of the circulatory system"	"I00-I99"	20	Not Applicable	Not Applicable
	"Mississippi"	"28"	"100+ years"	"100+"	"Male"	"M"	"Diseases of the respiratory system"	"J00-J98"	Suppressed	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Not Stated"	"NS"	"Female"	"F"	"Diseases of the nervous system"	"G00-G98"	Suppressed	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Not Stated"	"NS"	"Female"	"F"	"Diseases of the circulatory system"	"I00-I99"	Suppressed	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Not Stated"	"NS"	"Female"	"F"	"Diseases of the respiratory system"	"J00-J98"	Suppressed	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Not Stated"	"NS"	"Male"	"M"	"Diseases of the nervous system"	"G00-G98"	Suppressed	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Not Stated"	"NS"	"Male"	"M"	"Diseases of the circulatory system"	"I00-I99"	Suppressed	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Not Stated"	"NS"	"Male"	"M"	"Diseases of the respiratory system"	"J00-J98"	Suppressed	Not Applicable	Not Applicable
	"Missouri"	"29"	"< 1 year"	"1"	"Female"	"F"	"Diseases of the nervous system"	"G00-G98"	Suppressed	34667	Suppressed
	"Missouri"	"29"	"< 1 year"	"1"	"Female"	"F"	"Diseases of the circulatory system"	"I00-I99"	Suppressed	34667	Suppressed
	"Missouri"	"29"	"< 1 year"	"1"	"Female"	"F"	"Diseases of the respiratory system"	"J00-J98"	Suppressed	34667	Suppressed
	"Missouri"	"29"	"< 1 year"	"1"	"Male"	"M"	"Diseases of the nervous system"	"G00-G98"	Suppressed	36345	Suppressed
	"Missouri"	"29"	"< 1 year"	"1"	"Male"	"M"	"Diseases of the circulatory system"	"I00-I99"	Suppressed	36345	Suppressed
	"Missouri"	"29"	"< 1 year"	"1"	"Male"	"M"	"Diseases of the respiratory system"	"J00-J98"	Suppressed	36345	Suppressed
	"Missouri"	"29"	"1-4 years"	"1-4"	"Female"	"F"	"Diseases of the nervous system"	"G00-G98"	Suppressed	144831	Suppressed
	"Missouri"	"29"	"1-4 years"	"1-4"	"Female"	"F"	"Diseases of the circulatory system"	"I00-I99"	Suppressed	144831	Suppressed
	"Missouri"	"29"	"1-4 years"	"1-4"	"Female"	"F"	"Diseases of the respiratory system"	"J00-J98"	Suppressed	144831	Suppressed
	"Missouri"	"29"	"1-4 years"	"1-4"	"Male"	"M"	"Diseases of the nervous system"	"G00-G98"	Suppressed	152237	Suppressed
	"Missouri"	"29"	"1-4 years"	"1-4"	"Male"	"M"	"Diseases of the circulatory system"	"I00-I99"	Suppressed	152237	Suppressed
	"Missouri"	"29"	"1-4 years"	"1-4"	"Male"	"M"	"Diseases of the respiratory system"	"J00-J98"	Suppressed	152237	Suppressed
	"Missouri"	"29"	"5-9 years"	"5-9"	"Female"	"F"	"Diseases of the nervous system"	"G00-G98"	Suppressed	184560	Suppressed
	"Missouri"	"29"	"5-9 years"	"5-9"	"Female"	"F"	"Diseases of the circulatory system"	"I00-I99"	Suppressed	184560	Suppressed
	"Missouri"	"29"	"5-9 years"	"5-9"	"Female"	"F"	"Diseases of the respiratory system"	"J00-J98"	Suppressed	184560	Suppressed
	"Missouri"	"29"	"5-9 years"	"5-9"	"Male"	"M"	"Diseases of the nervous system"	"G00-G98"	Suppressed	193865	Suppressed
	"Missouri"	"29"	"5-9 years"	"5-9"	"Male"	"M"	"Diseases of the circulatory system"	"I00-I99"	Suppressed	193865	Suppressed
	"Missouri"	"29"	"5-9 years"	"5-9"	"Male"	"M"	"Diseases of the respiratory system"	"J00-J98"	Suppressed	193865	Suppressed
	"Missouri"	"29"	"10-14 years"	"10-14"	"Female"	"F"	"Diseases of the nervous system"	"G00-G98"	Suppressed	191486	Suppressed
	"Missouri"	"29"	"10-14 years"	"10-14"	"Female"	"F"	"Diseases of the circulatory system"	"I00-I99"	Suppressed	191486	Suppressed
	"Missouri"	"29"	"10-14 years"	"10-14"	"Female"	"F"	"Diseases of the respiratory system"	"J00-J98"	Suppressed	191486	Suppressed
	"Missouri"	"29"	"10-14 years"	"10-14"	"Male"	"M"	"Diseases of the nervous system"	"G00-G98"	Suppressed	199629	Suppressed
	"Missouri"	"29"	"10-14 years"	"10-14"	"Male"	"M"	"Diseases of the circulatory system"	"I00-I99"	Suppressed	199629	Suppressed
	"Missouri"	"29"	"10-14 years"	"10-14"	"Male"	"M"	"Diseases of the respiratory system"	"J00-J98"	Suppressed	199629	Suppressed
	"Missouri"	"29"	"15-19 years"	"15-19"	"Female"	"F"	"Diseases of the nervous system"	"G00-G98"	Suppressed	189903	Suppressed
	"Missouri"	"29"	"15-19 years"	"15-19"	"Female"	"F"	"Diseases of the circulatory system"	"I00-I99"	Suppressed	189903	Suppressed
	"Missouri"	"29"	"15-19 years"	"15-19"	"Female"	"F"	"Diseases of the respiratory system"	"J00-J98"	Suppressed	189903	Suppressed
	"Missouri"	"29"	"15-19 years"	"15-19"	"Male"	"M"	"Diseases of the nervous system"	"G00-G98"	Suppressed	199768	Suppressed
	"Missouri"	"29"	"15-19 years"	"15-19"	"Male"	"M"	"Diseases of the circulatory system"	"I00-I99"	Suppressed	199768	Suppressed
	"Missouri"	"29"	"15-19 years"	"15-19"	"Male"	"M"	"Diseases of the respiratory system"	"J00-J98"	Suppressed	199768	Suppressed
	"Missouri"	"29"	"20-24 years"	"20-24"	"Female"	"F"	"Diseases of the nervous system"	"G00-G98"	Suppressed	198418	Suppressed
	"Missouri"	"29"	"20-24 years"	"20-24"	"Female"	"F"	"Diseases of the circulatory system"	"I00-I99"	Suppressed	198418	Suppressed
	"Missouri"	"29"	"20-24 years"	"20-24"	"Female"	"F"	"Diseases of the respiratory system"	"J00-J98"	Suppressed	198418	Suppressed
	"Missouri"	"29"	"20-24 years"	"20-24"	"Male"	"M"	"Diseases of the nervous system"	"G00-G98"	Suppressed	206380	Suppressed
	"Missouri"	"29"	"20-24 years"	"20-24"	"Male"	"M"	"Diseases of the circulatory system"	"I00-I99"	12	206380	Unreliable
	"Missouri"	"29"	"20-24 years"	"20-24"	"Male"	"M"	"Diseases of the respiratory system"	"J00-J98"	Suppressed	206380	Suppressed
	"Missouri"	"29"	"25-29 years"	"25-29"	"Female"	"F"	"Diseases of the nervous system"	"G00-G98"	Suppressed	209922	Suppressed
	"Missouri"	"29"	"25-29 years"	"25-29"	"Female"	"F"	"Diseases of the circulatory system"	"I00-I99"	12	209922	Unreliable
	"Missouri"	"29"	"25-29 years"	"25-29"	"Female"	"F"	"Diseases of the respiratory system"	"J00-J98"	Suppressed	209922	Suppressed
	"Missouri"	"29"	"25-29 years"	"25-29"	"Male"	"M"	"Diseases of the nervous system"	"G00-G98"	Suppressed	215492	Suppressed
	"Missouri"	"29"	"25-29 years"	"25-29"	"Male"	"M"	"Diseases of the circulatory system"	"I00-I99"	24	215492	11.137304401
	"Missouri"	"29"	"25-29 years"	"25-29"	"Male"	"M"	"Diseases of the respiratory system"	"J00-J98"	Suppressed	215492	Suppressed
	"Missouri"	"29"	"30-34 years"	"30-34"	"Female"	"F"	"Diseases of the nervous system"	"G00-G98"	Suppressed	200070	Suppressed
	"Missouri"	"29"	"30-34 years"	"30-34"	"Female"	"F"	"Diseases of the circulatory system"	"I00-I99"	18	200070	Unreliable
	"Missouri"	"29"	"30-34 years"	"30-34"	"Female"	"F"	"Diseases of the respiratory system"	"J00-J98"	Suppressed	200070	Suppressed
	"Missouri"	"29"	"30-34 years"	"30-34"	"Male"	"M"	"Diseases of the nervous system"	"G00-G98"	13	200403	Unreliable
	"Missouri"	"29"	"30-34 years"	"30-34"	"Male"	"M"	"Diseases of the circulatory system"	"I00-I99"	56	200403	27.943693458
	"Missouri"	"29"	"30-34 years"	"30-34"	"Male"	"M"	"Diseases of the respiratory system"	"J00-J98"	Suppressed	200403	Suppressed
	"Missouri"	"29"	"35-39 years"	"35-39"	"Female"	"F"	"Diseases of the nervous system"	"G00-G98"	10	199478	Unreliable
	"Missouri"	"29"	"35-39 years"	"35-39"	"Female"	"F"	"Diseases of the circulatory system"	"I00-I99"	40	199478	20.052336598
	"Missouri"	"29"	"35-39 years"	"35-39"	"Female"	"F"	"Diseases of the respiratory system"	"J00-J98"	14	199478	Unreliable
	"Missouri"	"29"	"35-39 years"	"35-39"	"Male"	"M"	"Diseases of the nervous system"	"G00-G98"	12	197567	Unreliable
	"Missouri"	"29"	"35-39 years"	"35-39"	"Male"	"M"	"Diseases of the circulatory system"	"I00-I99"	83	197567	42.011064601
	"Missouri"	"29"	"35-39 years"	"35-39"	"Male"	"M"	"Diseases of the respiratory system"	"J00-J98"	13	197567	Unreliable
	"Missouri"	"29"	"40-44 years"	"40-44"	"Female"	"F"	"Diseases of the nervous system"	"G00-G98"	11	179244	Unreliable
	"Missouri"	"29"	"40-44 years"	"40-44"	"Female"	"F"	"Diseases of the circulatory system"	"I00-I99"	52	179244	29.010733972
	"Missouri"	"29"	"40-44 years"	"40-44"	"Female"	"F"	"Diseases of the respiratory system"	"J00-J98"	24	179244	13.389569525
	"Missouri"	"29"	"40-44 years"	"40-44"	"Male"	"M"	"Diseases of the nervous system"	"G00-G98"	19	177450	Unreliable
	"Missouri"	"29"	"40-44 years"	"40-44"	"Male"	"M"	"Diseases of the circulatory system"	"I00-I99"	138	177450	77.768385461
	"Missouri"	"29"	"40-44 years"	"40-44"	"Male"	"M"	"Diseases of the respiratory system"	"J00-J98"	15	177450	Unreliable
	"Missouri"	"29"	"45-49 years"	"45-49"	"Female"	"F"	"Diseases of the nervous system"	"G00-G98"	15	183965	Unreliable
	"Missouri"	"29"	"45-49 years"	"45-49"	"Female"	"F"	"Diseases of the circulatory system"	"I00-I99"	111	183965	60.337564211
